LEGEND,M = Music,T = Tech / Smart Home / DIY,F = Food & Cooking,C = Comedy,N = News,V = TV / Video,O = Other
,Leave cat blank to keep as unsure. Fill top ones first — sorted by play count.,,,,,,

cat,channel name,plays,videos,channel url
,Creation Holic,3,2,https://www.youtube.com/channel/UCORtYCE-Fl31LQSYCx7wU2g
,3D Revolution,3,2,https://www.youtube.com/channel/UCRNlprWR0SbBYzBiLQLOxXg
,Mike and Joelle,3,2,https://www.youtube.com/channel/UCnhkZh8CL7mhO83g_325JsA
,Molly Tuttle,3,1,https://www.youtube.com/channel/UCyHRqAJCC5jXtnHg8j7_ynQ
,Our Look Back,3,2,https://www.youtube.com/channel/UCB4rkkla0Zb3PVIjqBbvldw
,Say10!,3,1,https://www.youtube.com/channel/UCwUuUTfsYoCY-96wHn74DTg
,GurgleApps,3,2,https://www.youtube.com/channel/UCDeNZL4kdKzsmd3ZwnkHffQ
,London Records,3,2,https://www.youtube.com/channel/UCpDPOKeVLYSvIAtgmkwVAAA
,the29novClassics,3,1,https://www.youtube.com/channel/UCcSloQTkBtVTHKzJjVWuSQw
,Cosplay Light and Sound,3,1,https://www.youtube.com/channel/UCpPqMoUj7VzuNoLpWQzS0VA
,Computer Clan,3,1,https://www.youtube.com/channel/UCQ6fPy9wr7qnMxAbFOGBaLw
,BeforetheywerefamousTV,3,1,https://www.youtube.com/channel/UCqtfR9Hpm8ydGFiUOkZaJJQ
,Stefano Cannas (stefanoc),3,1,https://www.youtube.com/channel/UCh8WYdLGtZYB_vTkHmFFQjA
,The Stock Pot,3,2,https://www.youtube.com/channel/UCmlzNHg8QiWVutUyFOV2UdQ
,Max Styler,3,2,https://www.youtube.com/channel/UC_CrzdzLplnf2lqZwypeM1w
,GREEN,3,1,https://www.youtube.com/channel/UCB3263nyrB-_0o7a32VV-lw
,Tour_Royale,3,1,https://www.youtube.com/channel/UCLY8oTU2fJLTfX0URO1f2ig
,Project Smart Home,3,1,https://www.youtube.com/channel/UCuhpij4x0fH4YezWr0WM7tQ
,Ravi Singh,3,2,https://www.youtube.com/channel/UCj6d2G_Udz5oOfEK9yIsQUA
,Stylophone,3,2,https://www.youtube.com/channel/UC_-TQMid6vSFQAbwHm6kN-w
,Chris Lorenzo,3,1,https://www.youtube.com/channel/UCTrorfY74Fs3Nn1za0mUP7g
,Jeven Dovey,3,2,https://www.youtube.com/channel/UCFIRm1Fv1VC4DZxmYyvNOTQ
,sombrero,3,3,https://www.youtube.com/channel/UCfShdo20Cjj7fW0aAlO2VfQ
,From The Basement,3,2,https://www.youtube.com/channel/UCGxLOaA_QnWLhTnf5depKLg
,mc bess,3,2,https://www.youtube.com/channel/UCtGBG1M175UvlMJEocYaadg
,CNET,3,3,https://www.youtube.com/channel/UCOmcA3f_RrH6b9NmcNa4tdg
,TechZone,3,3,https://www.youtube.com/channel/UC6H07z6zAwbHRl4Lbl0GSsw
,MyTallTripod,3,1,https://www.youtube.com/channel/UCVP7d2-r_FIHD87GgqmMU0Q
,Gathering of the Vibes,3,1,https://www.youtube.com/channel/UCH-BXvJLzIAvXB1kAZL8zAw
,Kill_mR_DJ mashups,3,1,https://www.youtube.com/channel/UCY9Wnb_5hEHUlt5bmKKrXwQ
,The Rolling Stones,3,3,https://www.youtube.com/channel/UCB_Z6rBg3WW3NL4-QimhC2A
,Julien Cohen,3,3,https://www.youtube.com/channel/UC899MXB8_df7O5HzedKBzaA
,Flamingosis,3,2,https://www.youtube.com/channel/UCEv_CwdvJJde9ChDg4Oq2zg
,Electronic Gems,3,3,https://www.youtube.com/channel/UCPzWlhG7QM56Y8MYB3qMVnQ
,CCmusica,3,1,https://www.youtube.com/channel/UCPnzqraOGIEf4qxZnn8RCVw
,WheelerWalkerJr,3,2,https://www.youtube.com/channel/UCQfhq6xJ_oVcKVI2PJ3cyzg
,SmOkie LineS,3,1,https://www.youtube.com/channel/UCitqcAK6hXzZPf1Heg4Nfjw
,HEY JUKE,3,1,https://www.youtube.com/channel/UCPGVw6iKUl6wNVBP9EsfSoQ
,whatsnextgorillaz,3,3,https://www.youtube.com/channel/UCZrFThTZesV-C9r_TMxV3Fw
,Elizabeth J,3,2,https://www.youtube.com/channel/UCUn4eLLBBNoF2uJEQhaN2LA
,Tom MacDonald,3,3,https://www.youtube.com/channel/UCElGBUWDCa05jRzc2PfmGqQ
,Valuetainment,3,3,https://www.youtube.com/channel/UCIHdDJ0tjn_3j-FS7s_X1kQ
,Delicious Food,3,3,https://www.youtube.com/channel/UCosmCx71rSC1voOOUZ9kMEA
,88’s Reactions On All Platforms ‼️,3,3,https://www.youtube.com/channel/UCkNZWQzc7-b2B4oVnhZnsjg
,BLACK MONEY CORP.,3,3,https://www.youtube.com/channel/UCq-hBgn8ge8DUCGXrix1w2g
,Newsweek,3,3,https://www.youtube.com/channel/UC2a35q7eyzkfoIusBzdH4Hw
,BLAKE ARMSTRONG,3,1,https://www.youtube.com/channel/UCa0b5FkI-GV_QYjEGIp0zJg
,Historical World,3,3,https://www.youtube.com/channel/UCY1dwfO-jXDStJYWvUV_oJw
,Alina Lautas,3,1,https://www.youtube.com/channel/UCQ2fB0097l1hKyYrRXreaag
,Theo Von,3,3,https://www.youtube.com/channel/UC5AQEUAwCh1sGDvkQtkDWUQ
,Wisco Dive Bar Reviews,3,3,https://www.youtube.com/channel/UCvK1xV4OdfrFqGTdrdrEuiQ
,Shawn Ryan Show,3,2,https://www.youtube.com/channel/UCkoujZQZatbqy4KGcgjpVxQ
,Hindustan Times,3,3,https://www.youtube.com/channel/UCm7lHFkt2yB_WzL67aruVBQ
,geekgix,3,1,https://www.youtube.com/channel/UC6t15erbcaAv7_sE1jo-gLg
,Rencyclopedia,3,3,https://www.youtube.com/channel/UCV3qEo9AChOCrew_a_o4-yA
,Russell Brand,3,3,https://www.youtube.com/channel/UCswH8ovgUp5Bdg-0_JTYFNw
,Music Rudiments Sounds,3,3,https://www.youtube.com/channel/UCcHXMQz20pHQ2S87N7nnG1w
,Wet Leg,3,2,https://www.youtube.com/channel/UCIuyI9I_DlDwxykE7Kt7h2g
,Joe Polish,3,3,https://www.youtube.com/channel/UCdTSGF4VBDHVSxDRz796j7Q
,Balu - Relaxing Nature in 4K,3,1,https://www.youtube.com/channel/UCUTOwFZ5grVnUMvvleA_JMg
,Pwnstarr,3,3,https://www.youtube.com/channel/UC-J9Fi2lnfAUQIEsqOjcHoA
,Appetizing.tv-Baking Recipes,3,3,https://www.youtube.com/channel/UCl79vKyOaBAXKs2I7eJyy6g
,angryprotein,3,1,https://www.youtube.com/channel/UCp4wltAVNzoq7VVW7yqdwHg
,In-Store Music,3,1,https://www.youtube.com/channel/UCTr40zTlFM_wTDLVbXh8lGw
,Bon Appétit,3,3,https://www.youtube.com/channel/UCbpMy0Fg74eXXkvxJrtEn3w
,innabeatmusic,3,3,https://www.youtube.com/channel/UCN5hkc1hbjc1nZqofAOHF8A
,Mike Stocklin,3,1,https://www.youtube.com/channel/UCh3SCgZNl8BQ2dU_OHwivBg
,Classic Art TV,3,3,https://www.youtube.com/channel/UCl53PVPFz8naIbTXKVIO1yw
,Wallpaper Tv Art,3,3,https://www.youtube.com/channel/UCrl9NNH8HGaMJDoGyl39C_A
,Vintage Art TV,3,3,https://www.youtube.com/channel/UCLAjzhy6MaebAd6-TgS3v8g
,RICK OH,3,2,https://www.youtube.com/channel/UCNXi-8Qmux43hsaPN_5HUbg
,Pharrell Williams,3,3,https://www.youtube.com/channel/UCNUbNl2U6Hg8J0Zem6hzC2g
,Fight Child Abuse,3,1,https://www.youtube.com/channel/UCdC2_Ejij_BxbNkHhzatEAw
,xray2228,3,1,https://www.youtube.com/channel/UCFecucaj1cZ0vEScL5V9dKA
,chris lentz,3,3,https://www.youtube.com/channel/UCb4np10f2SKuMCFC1uD5xjw
,Pit,3,1,https://www.youtube.com/channel/UC-avQWqSvf_dtaiRzz7UY8g
,Banjeeee,2,1,https://www.youtube.com/channel/UCsd4Jg9Q7D6_E2nDBgevbkg
,tokenhiphop,2,2,https://www.youtube.com/channel/UCDtQWudSjXfxyvnsdVyl4nQ
,Kenni Moss,2,2,https://www.youtube.com/channel/UCDC6NuJsC-MMnGB2h2tx7Gg
,Learn with Mahbub,2,2,https://www.youtube.com/channel/UC9oXnE-dq78mluDhtmS1pkw
,renlovemusic,2,2,https://www.youtube.com/channel/UCySVpQPgiOHSSg6pJOV20QA
,Bart Slodyczka,2,2,https://www.youtube.com/channel/UC8F7X90NDmMr1mGx8897r_A
,beetlebat,2,1,https://www.youtube.com/channel/UCfbJ398uxl76g8p3lAq6EvQ
,Smart repair specialist,2,1,https://www.youtube.com/channel/UCSyMJJxkerWtGZD1Q4bxqzg
,techfreshness,2,1,https://www.youtube.com/channel/UC1SZCqg1bGjqkv5cGSk9O-Q
,Apple Music,2,1,https://www.youtube.com/channel/UCBv7HEHuVlNAELGi5XJd85Q
,lucid,2,1,https://www.youtube.com/channel/UCn7i0Swj2zlTguMNPindCjA
,Drumeo,2,1,https://www.youtube.com/channel/UCBiJBaDaM3K6vPVggLhTyWA
,Mr No Plan A,2,1,https://www.youtube.com/channel/UC5eIAB8SDJ0Wdj03FI7j6Sg
,Big Brain Explains,2,1,https://www.youtube.com/channel/UCZFpGiabZ9BDNhQtD5t8TAA
,Awesome Open Source,2,1,https://www.youtube.com/channel/UCwFpzG5MK5Shg_ncAhrgr9g
,Luxeia Smart Homes,2,1,https://www.youtube.com/channel/UCxFxci5mGQhk6LWvMgbwVow
,The AI Hacker,2,1,https://www.youtube.com/channel/UCYpBgT4riB-VpsBBBQkblqQ
,This is Angelica,2,1,https://www.youtube.com/channel/UCg_iYBHxqtIIHCoAHnkln_A
,"John Ferrell, Esq.",2,1,https://www.youtube.com/channel/UCs7JvLt4bTCVQNqe8L1BbJA
,kilObit,2,1,https://www.youtube.com/channel/UCxrauf_nmP9L93qiBLSkerA
,Brain Inventor,2,1,https://www.youtube.com/channel/UC2Lytl7fJ6LZvCUuZxHrCFA
,Ryland Russell,2,1,https://www.youtube.com/channel/UCxwbSdMYG2BUyI2nJADCINw
,Seen Through a Lens,2,1,https://www.youtube.com/channel/UCz85wUQVN3WbDmdCMezTt1g
,Chronova Engineering,2,1,https://www.youtube.com/channel/UC6DhSUKasPbBLCSdPcGBxww
,Damuson,2,1,https://www.youtube.com/channel/UCk23QmUPsdrXZzI_c6ZZXUA
,STEEZY,2,1,https://www.youtube.com/channel/UCh9o08eUSNWTacXJqTTtbXA
,Boy Blue,2,1,https://www.youtube.com/channel/UCyXl_aIxlcLqAM-PNYhSKVQ
,MileStrong—LED display factory,2,1,https://www.youtube.com/channel/UCuXjonzKJengmeLkOTTTQCw
,Justin Nelson's Projects,2,1,https://www.youtube.com/channel/UC8edia0_Ze0HtE4JjmUhRXw
,VelvetShark,2,1,https://www.youtube.com/channel/UCWtiKY_NPl9hGexYd5rk0kg
,Deep Sea Science,2,1,https://www.youtube.com/channel/UC7Q_iZId1IWkb_89D_WZMMw
,Robuilt,2,1,https://www.youtube.com/channel/UCdIM_XmhsVYbBhl3pgPq3dA
,animaljake3886,2,1,https://www.youtube.com/channel/UCPUxgZDCCOdsQ0R0wpzTtdg
,Graying With Grace,2,1,https://www.youtube.com/channel/UCV448ziOfssvcEBnFYVDkWQ
,Business Insider,2,1,https://www.youtube.com/channel/UCcyq283he07B7_KUX07mmtA
,Gazzz696,2,1,https://www.youtube.com/channel/UC2GK1jS6xrYTh4Xo9qsYSgQ
,Crossfader,2,1,https://www.youtube.com/channel/UCM4u0gp8gm99w9MXQ7ZI8Mw
,KEPUNI Automatic Welding Equipment,2,1,https://www.youtube.com/channel/UCwZWgkCchvRtN58DC4OmuGA
,Soft Thesis,2,1,https://www.youtube.com/channel/UCPnbXHsiqUzSL_GmiYOSV_g
,Ian Gunther,2,1,https://www.youtube.com/channel/UCU0dlKN6R16DL5KKWq62wNA
,Clear Physics,2,1,https://www.youtube.com/channel/UCusDMnu0ANwHCIuSon-Wyxg
,The Tonight Show Starring Jimmy Fallon,2,1,https://www.youtube.com/channel/UC8-Th83bH_thdKZDJCrn88g
,Beamish,2,1,https://www.youtube.com/channel/UCAKRwgy0KyZwoIQ-8TvTJKg
,The H Lab,2,1,https://www.youtube.com/channel/UCW9-2Vb0lYkdryCut6lJcZA
,MR-Max Tube,2,1,https://www.youtube.com/channel/UCYC5lL6dscCaqgcLB_NvjJQ
,Technikum,2,1,https://www.youtube.com/channel/UCGB8DvS54vduLmzPWOZDFew
,Murphy Ye,2,1,https://www.youtube.com/channel/UC7TIGbGBAsBaYvVbH-QMyqQ
,Official USB-NES Channel,2,1,https://www.youtube.com/channel/UCvEAjGOH90OPoXkDwQNQMJQ
,LED solutions - LED screen and information boards,2,1,https://www.youtube.com/channel/UCb1gig2zaV3LHLeQ2NlCvPg
,Pixel bar Jack,2,1,https://www.youtube.com/channel/UCZlvhyZCMNXvEMVB_sQG5Mw
,Pinckney Bend Distillery,2,1,https://www.youtube.com/channel/UCUcFMlhd6-FUQ_PGJeFUf9g
,Unknown Tricks,2,1,https://www.youtube.com/channel/UCAzENhYrSStrpBL91zt6U0Q
,DPC Technology,2,1,https://www.youtube.com/channel/UCwqoZ7jW1hQr4A1lMaaUwNA
,Best Buy,2,1,https://www.youtube.com/channel/UC5pK3w6QEq1bUMmU2Hs43Pw
,Rock Your Class,2,1,https://www.youtube.com/channel/UCDSoRJUDoz-PWkfs_au9O2A
,Digital Engine,2,1,https://www.youtube.com/channel/UCvCYE-3TrY1GAe2l8K08N-w
,Absolutely Agentic,2,1,https://www.youtube.com/channel/UCAK8ZOnMbCmcKa9fJxfEgsA
,Ubiquiti,2,1,https://www.youtube.com/channel/UCCLpYbF6epWOUuJurR8INWA
,DW News,2,1,https://www.youtube.com/channel/UCknLrEdhRCp1aegoMqRaCZg
,a2ztube Youtube Guide,2,1,https://www.youtube.com/channel/UCqPtOptYUMQrMyp20w8Xk-g
,Vusi Thembekwayo,2,1,https://www.youtube.com/channel/UC_Ktic72t5bDX_3go_9u_pg
,Upper Echelon,2,1,https://www.youtube.com/channel/UChI0q9a-ZcbZh7dAu_-J-hg
,The Sleepy Craftsman,2,1,https://www.youtube.com/channel/UC329dZdY6QD4Z3PXC2sswpA
,KHOU 11,2,1,https://www.youtube.com/channel/UCXwRxm0zS0jBNTMOVI6xZJw
,Kiraa,2,1,https://www.youtube.com/channel/UCSFUFfVEFHQxUaGS768rB9w
,Second Brain,2,1,https://www.youtube.com/channel/UC0H0V-Ilpug6IrnM0c-mJ1w
,MicDrop,2,1,https://www.youtube.com/channel/UCPHxHVGF9HV79VL3dtdVC-g
,Rafael Maia,2,1,https://www.youtube.com/channel/UCq9YVpfL-_EUk9kZoQ7Bxxg
,Gabriel TD,2,1,https://www.youtube.com/channel/UC1m-swXYN3bPG-tyN1dJmzQ
,WDR Rockpalast,2,1,https://www.youtube.com/channel/UCqXk3Lmgjj_hbN9cb6ht4wA
,Foxy's Lab,2,1,https://www.youtube.com/channel/UC_blM3yCdvOSzxakaj3178w
,Tina Huang,2,1,https://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww
,Data Is Beautiful,2,1,https://www.youtube.com/channel/UCkWbqlDAyJh2n8DN5X6NZyg
,KRAFTY,2,1,https://www.youtube.com/channel/UCfr5LOcf1iwrz9CcQ-MlpsQ
,Imagine the Physics,2,1,https://www.youtube.com/channel/UCQmp1YRdjbLNBJfSQX7sYsw
,Mystery Treehouse,2,1,https://www.youtube.com/channel/UCovSKREL3kT-DGbcmsYir-w
,Cybernews,2,1,https://www.youtube.com/channel/UCCsREoj8rSRkEvxWqxr74rQ
,National Geographic,2,1,https://www.youtube.com/channel/UCpVm7bg6pXKo1Pr6k5kxG9A
,The Silent Archive,2,1,https://www.youtube.com/channel/UC_P1u1gUJHK4Z21-bIJ2gEQ
,Steve & Stanley,2,1,https://www.youtube.com/channel/UClM_Edi2N1UmgbMIST9Jwmw
,Teach Me Smart Life,2,1,https://www.youtube.com/channel/UCmi4NRLhwWvNWPUh7pP66Mw
,Joint Longevity Lab,2,1,https://www.youtube.com/channel/UCZJKkPFXRKfYZlEcf0nXOgg
,Shayda Campbell,2,1,https://www.youtube.com/channel/UCcR1TUaD8Zn6P6O8hOA-xYA
,Cricut,2,1,https://www.youtube.com/channel/UCenmvBlGmukLZG0ELpS6mRQ
,Tom’s Guide,2,1,https://www.youtube.com/channel/UCik8xvfR6s8GQ74QNEGNzwg
,AI Master,2,1,https://www.youtube.com/channel/UC0yHbz4OxdQFwmVX2BBQqLg
,Future Smart Home,2,1,https://www.youtube.com/channel/UC1lKLz4-CsWCSeu2DfeXVKQ
,POND IoT,2,1,https://www.youtube.com/channel/UC1TnT8TZrReZNkPpq8jtEAw
,John's Basement,2,1,https://www.youtube.com/channel/UCik0xMsb7kSpPUvT2JoJQ1w
,The Tech Samurai,2,1,https://www.youtube.com/channel/UCns-8RmgqCBR9c4NRUBl9mA
,Cyb3rMaddy,2,1,https://www.youtube.com/channel/UCgd5-BWtbgOw5Hx2wP3qxzg
,IAMBUSCHI,2,1,https://www.youtube.com/channel/UC6Fscz1YP7q_1eq6cEo_B9g
,Mr. Hacker,2,1,https://www.youtube.com/channel/UCQtjJDOYluum87LA4sI6xcg
,FEATURE.,2,1,https://www.youtube.com/channel/UCT3GkiklbsN-G_ZX58vH8nA
,The Crafty Blog Stalker,2,1,https://www.youtube.com/channel/UCBTzGcDch1V9CHft1mG7hCA
,Les' Lab,2,1,https://www.youtube.com/channel/UC0ptp5KuvAJmp8kRV8dqZDA
,Shop Nation,2,1,https://www.youtube.com/channel/UCMomXi6WrkGvJ9ysZ-EeVAA
,Mrwhosetheboss,2,1,https://www.youtube.com/channel/UCMiJRAwDNSNzuYeN2uWa0pA
,Hot Deals Express,2,1,https://www.youtube.com/channel/UCVhJBYR0llazR7mxO_ib-pw
,Blacktail Studio,2,1,https://www.youtube.com/channel/UC6I0KzAD7uFTL1qzxyunkvA
,GRINwood,2,1,https://www.youtube.com/channel/UCZzQMoANFa8UstbbqwOWn8Q
,JazzTech Electronics,2,1,https://www.youtube.com/channel/UCoByXiefXrLZgW5SqXKtk7Q
,wittworks,2,1,https://www.youtube.com/channel/UCGhyz7J9HmS0GT8Y_BR_crA
,Mia,2,1,https://www.youtube.com/channel/UC10KTLNBvN1wxMfeCYFVLRA
,Power 107.5,2,1,https://www.youtube.com/channel/UCxKqUV2rJjimrknCaaPNeuw
,Prospect Magazine,2,1,https://www.youtube.com/channel/UC0R0N538mji8FUlyE8JZmug
,YouTube Movies,2,1,https://www.youtube.com/channel/UCKIjUHdUFvA0SpeYREXx0iA
,YouTube Movies,2,1,https://www.youtube.com/channel/UC6z_zqZLxeUQ_xK3ZvtUvlw
,YouTube Movies,2,1,https://www.youtube.com/channel/UC1HzJ6io0o7Qeut783d92CQ
,YouTube Movies,2,1,https://www.youtube.com/channel/UCtKzbpJCzyRROrEDSoqJksA
,YouTube Movies,2,1,https://www.youtube.com/channel/UCbnRr1YeALFEcdXEHlYK0cA
,YouTube Movies,2,1,https://www.youtube.com/channel/UCqwL7bdZB4EdAVSpjP-h5pw
,The Immortals,2,1,https://www.youtube.com/channel/UCFcisl8k_DSmvN1GhjejNaw
,LastingBuild,2,1,https://www.youtube.com/channel/UC9Fui0XnhXKJ8inSOfOg42A
,EASY ALEX,2,1,https://www.youtube.com/channel/UCmV_KZofMuD1P0nUqbx7jRA
,Whitney Baldwin,2,1,https://www.youtube.com/channel/UCsYeYStrpY3esQrTZUype6Q
,MWA Woodworks,2,1,https://www.youtube.com/channel/UCn2qOBTeRCHjqr-Mo-j0CBw
,Love & Renovations,2,1,https://www.youtube.com/channel/UC0qWxJkaEJDw3XT9hjfiKFA
,Grove Builds,2,1,https://www.youtube.com/channel/UC_mvGZBz_prf_bReGsyf3cg
,That Tech Teacher,2,1,https://www.youtube.com/channel/UCqLWDMDzXhM1E2xjzKBf_ag
,Gelinas,2,1,https://www.youtube.com/channel/UCuDdUoSJUeuI9KfqGAfM_Jw
,ShotokuTech,2,1,https://www.youtube.com/channel/UCVLFPElMW9nfMZrlsB1j2QA
,cybertree,2,1,https://www.youtube.com/channel/UCxH7H_ub47NhjCi4_t2stvg
,Michael,2,1,https://www.youtube.com/channel/UCkCYXXViSj1akSTEwHUpaoA
,Obscure Nerd,2,1,https://www.youtube.com/channel/UCybKAO69iuBgXeEPw-GlfhQ
,Matt Rose,2,1,https://www.youtube.com/channel/UCsQ9n37qjeBZEWqN8bdKbMQ
,al jokes,2,1,https://www.youtube.com/channel/UCupQd0e1leK4-Mj1wSfnkoQ
,Can't Stop Laughing,2,1,https://www.youtube.com/channel/UCucz6ANskUD1eKJ4Wwmoyvg
,Security Weekly - A CRA Resource,2,1,https://www.youtube.com/channel/UCg--XBjJ50a9tUhTKXVPiqg
,Chad Money,2,1,https://www.youtube.com/channel/UCOCvGaK-2yZaK4gy45xmZkg
,KARE 11,2,1,https://www.youtube.com/channel/UC1JAwKeDUjN2orv5t7LWODQ
,VaultCracker,2,1,https://www.youtube.com/channel/UCaEvLaXM-GzCi4dxDncGbMQ
,Bussin,2,1,https://www.youtube.com/channel/UCuh5GnzrepcuDebCUrSa-eg
,Julian Stancioff,2,1,https://www.youtube.com/channel/UCMmWfIWvKArOto8xjQaMRsQ
,Parallel Pipes,2,1,https://www.youtube.com/channel/UC65IEk6PTfRZzyvrcYypHQg
,Sarah Davis Baker,2,1,https://www.youtube.com/channel/UCriil4aussYUAGVwpm_zI9w
,YouTube Movies,2,1,https://www.youtube.com/channel/UCSHdlid3ylfxLLusuH9NTJw
,YouTube Movies,2,1,https://www.youtube.com/channel/UC3z7yjA5AKiGsYhMq2Prakg
,YouTube Movies,2,1,https://www.youtube.com/channel/UCztLFyEYJ1-QMoXlFIitO6w
,Paramount Plus,2,1,https://www.youtube.com/channel/UCrRttZIypNTA1Mrfwo745Sg
,Rodaolok,2,1,https://www.youtube.com/channel/UC275c1KPsp5_gZNw6_hFJng
,Creative Master,2,1,https://www.youtube.com/channel/UC4oE3DN4AfIakLeEmDUzTiQ
,Ridiculum Videos,2,1,https://www.youtube.com/channel/UCCC5gvuSLkaM_kFWQKK4nxA
,Krause Media,2,1,https://www.youtube.com/channel/UCamEQyUJa8HCMJA9Q2P-Giw
,Do as I Do,2,1,https://www.youtube.com/channel/UCrVG8C1fybm_wPrUJ-VC2ZQ
,Sam Witteveen,2,1,https://www.youtube.com/channel/UC55ODQSvARtgSyc8ThfiepQ
,Devon Crawford,2,1,https://www.youtube.com/channel/UCDrekHmOnkptxq3gUU0IyfA
,Keith Schacht,2,1,https://www.youtube.com/channel/UCANxoIJcerJ8djkcOEpW1Fg
,trekkiebeth,2,1,https://www.youtube.com/channel/UC_6_wsCqAnW6DMunH7NeJbA
,Inventor 247,2,1,https://www.youtube.com/channel/UCkAyDKssQKq24vGanyTP4fQ
,Ozzy Osbourne: The Untold Legacy,2,1,https://www.youtube.com/channel/UC90UbBxlCxkKqYv4RtRFEzg
,Make or Break,2,1,https://www.youtube.com/channel/UCkl8OOZf8ovv8Q4mIT5b_sg
,oldphoneworks,2,1,https://www.youtube.com/channel/UCFoO09uSL6w1pre9SX5BNQw
,John Hagensieker,2,1,https://www.youtube.com/channel/UCbI15SN_TXEdvKBLmsygASA
,Hack & Craft,2,1,https://www.youtube.com/channel/UCl9D3LoUbczFNhTME6dgbbA
,Dylan Thomas,2,1,https://www.youtube.com/channel/UCbujSKL-4tWHPjmgUA3htcQ
,Welcome To The Future,2,1,https://www.youtube.com/channel/UCmGTRwrqBKN56-Eb5Klr4Og
,Zac Builds,2,1,https://www.youtube.com/channel/UCqxM9T6ksiOVKIkb88S2r7Q
,Dustin Watts,2,1,https://www.youtube.com/channel/UCYPmdetwhvFeRkgXhIWq_eg
,Esperienze elettroniche,2,1,https://www.youtube.com/channel/UCxXCcFzvh_knbzh_9dOmIJA
,Simple Electronics,2,1,https://www.youtube.com/channel/UC3yasGCIt1rmKnZ8PukocSw
,Innovation IC,2,1,https://www.youtube.com/channel/UCcLKFVHDXsboXxDyW2DoSXQ
,Hugatry's HackVlog,2,1,https://www.youtube.com/channel/UCHgeChD442K0ah-KxEg0PHw
,sjm4306,2,1,https://www.youtube.com/channel/UCGF65XOfUqPD2H7GbwCNsHg
,Undecided with Matt Ferrell,2,1,https://www.youtube.com/channel/UCjtUS7-SZTi6pXjUbzGHQCg
,Electron XYZ,2,1,https://www.youtube.com/channel/UCYPGCcC6RVuFgGIOv25zLzQ
,David Watts,2,1,https://www.youtube.com/channel/UCLhStqjQbgTyphK0dsXi0ZQ
,FixitEasy,2,1,https://www.youtube.com/channel/UC7ypub2mS49JMDhSfISmS0g
,Mark Prasek,2,1,https://www.youtube.com/channel/UCOWetDgr6nbSPU0nEwkXh-Q
,Morgans Tech Mods,2,1,https://www.youtube.com/channel/UCkoWUSWlQFONGi085Yjaixg
,Guitar Gym Pro,2,1,https://www.youtube.com/channel/UCFyj9oMfEWoVcRMOcHPUZOg
,SA Electric,2,1,https://www.youtube.com/channel/UC8-8AnkcqBslP3_73rG7aCw
,Mastergeko4,2,1,https://www.youtube.com/channel/UCDW8hGC46n9VeBwqfnB0nMA
,edu puertas,2,1,https://www.youtube.com/channel/UCdEtDnvVeoqlKzpquM7IsNA
,Andrew Newton,2,1,https://www.youtube.com/channel/UC2QTy9BHei7SbeBRq59V66Q
,eye On Whatever,2,1,https://www.youtube.com/channel/UC3Q3QBDEf0Isdj01RR86gTw
,Digital Outdoors,2,1,https://www.youtube.com/channel/UCmZQdVoeMLpfjd3afyPAmSw
,eTech Tom,2,1,https://www.youtube.com/channel/UChjrsym8hVB1is45FeeQu8w
,Jay's To Do List,2,1,https://www.youtube.com/channel/UCyqcug77eMwHYgZduVRuxDQ
,Ananords,2,1,https://www.youtube.com/channel/UCetd7Y2s0UjUnMK6vmbhsUw
,Inventor Hacks,2,1,https://www.youtube.com/channel/UCAvaTQqEWdMN61E7p5LT2gw
,Gaus DIY,2,1,https://www.youtube.com/channel/UCunHiYVUsh-T7pPoeqYsULw
,TampaTec,2,1,https://www.youtube.com/channel/UCUfgq9Gn8S041qQFl0C-CEQ
,Snuppy Lofi Radio,2,1,https://www.youtube.com/channel/UCtMCrCHGWHd6yS3iEhBnRBA
,Apollo Automation,2,1,https://www.youtube.com/channel/UCalKgKmxzni1RGB-0Q_lDSQ
,Payam Reacts,2,1,https://www.youtube.com/channel/UCbAg2PLDaZDy7Sa3ImI-CvQ
,Evan and Katelyn,2,1,https://www.youtube.com/channel/UCUuMYw2l2UeWyTGYixYfRCA
,Noah Smith Electrocutes Himself,2,1,https://www.youtube.com/channel/UCsFf9Gz0xp4BPI9pMWSYcPQ
,Ubi Interactive,2,1,https://www.youtube.com/channel/UCqWVqCEFlYKRzZB_LMlV-YQ
,Lawrence Systems,2,1,https://www.youtube.com/channel/UCHkYOD-3fZbuGhwsADBd9ZQ
,ALTech DIY,2,1,https://www.youtube.com/channel/UCmtibcLdFpa1RuybsB3_cgQ
,ROBBE,2,1,https://www.youtube.com/channel/UCx5rdpy398j6hT1SvUkOW_w
,luigigastinel,2,1,https://www.youtube.com/channel/UCmJCodAS-uIJ0NIH9EIQZDA
,Car N Radio,2,1,https://www.youtube.com/channel/UCRkzKO04WftMLVpSvsbxmAA
,Rework Station,2,1,https://www.youtube.com/channel/UCnWGmqvY8eYE72JUVaEPF2A
,prodbycircus,2,1,https://www.youtube.com/channel/UCcKYMqALr_G3UZm8XxEaZ4A
,Daiquiri Graham Tech,2,1,https://www.youtube.com/channel/UCIVu1O9Awf1jMTVg4w1H66Q
,Max Imagination,2,1,https://www.youtube.com/channel/UCZFZjTtu-8X3H0Ymcy4-uEA
