LEGEND,M = Music,T = Tech / Smart Home / DIY,F = Food & Cooking,C = Comedy,N = News,V = TV / Video,O = Other
,Leave cat blank to keep as unsure. Fill top ones first — sorted by play count.,,,,,,

cat,channel name,plays,videos,channel url
,Drone Mesh (Drone Reviews),2,1,https://www.youtube.com/channel/UC3c9WhUvKv2eoqZNSqAGQXg
,UCTRONICS,2,1,https://www.youtube.com/channel/UCT-AG1WsPywfmuRB9eNc5gg
,Matthias random stuff,2,1,https://www.youtube.com/channel/UC3_AWXcf2K3l9ILVuQe-XwQ
,Electrical lectures,2,1,https://www.youtube.com/channel/UCmbUJWHul7r2StLe5lvoUhQ
,Ancient,2,1,https://www.youtube.com/channel/UCkZ0oaERRze5DvzaYjrevZg
,Stone Coat Countertops,2,1,https://www.youtube.com/channel/UCTYSouVgnpkqDbdG2hY2W5w
,SuperLightingLED,2,1,https://www.youtube.com/channel/UCoeaRu5CcnlyydANQU5xHpQ
,Roj glasse,2,1,https://www.youtube.com/channel/UCS5o0lkpD0tNmsQ31GhaRcw
,TechDayEveryDay,2,1,https://www.youtube.com/channel/UCtx8X4CjbQ2e-HH8UYIfBzQ
,ThisIs3DPrinted,2,1,https://www.youtube.com/channel/UCLK5k8nvA130TVy1QdlC6ZQ
,Teslaundmehr,2,1,https://www.youtube.com/channel/UCbX_e7TBvVJWBQ9RBh90v7A
,Alien DIY,2,1,https://www.youtube.com/channel/UCS9u6pyldJo6db9iykNOCMw
,Professor Dorr - ECE Lectures,2,1,https://www.youtube.com/channel/UCwQGF9sMhYzoaIDSFVSwznw
,SeanHodgins,2,1,https://www.youtube.com/channel/UCE-bw6PRKuDlH6fP1mP4nOw
,kipkay,2,1,https://www.youtube.com/channel/UCzNAswnSN0rZy79clU-DRPg
,LoopLinks,2,1,https://www.youtube.com/channel/UC_NRWMEhfLAzceZ6VgJHhAw
,ACT Computers,2,1,https://www.youtube.com/channel/UCXH7ZsChIkXNwsQrNHWN8mg
,Lab 1314 : Real Innovation with DIY !,2,1,https://www.youtube.com/channel/UCX44mEzoq83_F3qs--PVbtQ
,אורן עילם,2,1,https://www.youtube.com/channel/UCpMECVa-88rA8gO6hNcckAA
,Inventor Holic,2,1,https://www.youtube.com/channel/UCS8GBhEfMVuZV-SDzvyd7LA
,Max Velocity - Severe Weather Center,2,1,https://www.youtube.com/channel/UCvBVK2ymNzPLRJrgip2GeQQ
,Chris Ramsay,2,1,https://www.youtube.com/channel/UCrPUg54jUy1T_wII9jgdRbg
,Imperfect Fixes,2,1,https://www.youtube.com/channel/UCT88ykU3wAngXPAEeIA9cwQ
,Maker Electronics Projects,2,1,https://www.youtube.com/channel/UCL8JNmHvq1x-3H5O2sj9EKA
,Mecha,2,1,https://www.youtube.com/channel/UCAXC9e8Ypx6fI67MiGSA-cA
,engineericly,2,1,https://www.youtube.com/channel/UCYpSqQvrlGw4UTVFfMpGzjw
,Gadget Industry,2,1,https://www.youtube.com/channel/UCxrXR_oHAzaaVlVGO4ubxhQ
,Work From Hype,2,1,https://www.youtube.com/channel/UCcCYTCDxsMl84_btikjY40Q
,Visual Thinker,2,1,https://www.youtube.com/channel/UCYFp9tOZEXOj0TSBqwKyxZQ
,VoltLog,2,1,https://www.youtube.com/channel/UCdXHgsCiql_78oT5ydXWvzA
,Everlanders,2,1,https://www.youtube.com/channel/UC76GYXW3j9z5g3OdW--Sf5g
,DIY Yarik,2,1,https://www.youtube.com/channel/UCg-QwUzjc5jAKR2mKih9feQ
,DIY with Vinny,2,1,https://www.youtube.com/channel/UCU_ZANWReE8h0nL0GXPcH1A
,PLATINUM,2,1,https://www.youtube.com/channel/UCN7WS_EyyCK0sCNaYvg2G6g
,mitxela,2,1,https://www.youtube.com/channel/UCeEf90AEmmxaQs5BUkHqR3Q
,JJJJJACK 3D,2,1,https://www.youtube.com/channel/UCVfzNuC2tCVmwp5tf8kDRKg
,My 3D Print Lab,2,1,https://www.youtube.com/channel/UCiztUNUXkvetzfe-UR-y06w
,BastisSumpf,2,1,https://www.youtube.com/channel/UC41OFZs5xQNA4fj0ikO6nsQ
,Quik Tech Solutions L.L.C,2,1,https://www.youtube.com/channel/UCSobh5tTP0bABr4jEkZc1ig
,Drawbridge Props & Armoury,2,1,https://www.youtube.com/channel/UCgUv6_Y9_TT2iQxze-SgpjA
,TechnoChic / Natasha Dzurny,2,1,https://www.youtube.com/channel/UCRkClAHNb1PeETqsYdWufSQ
,Dürty Needlëz Presents,2,1,https://www.youtube.com/channel/UCm2BYOc_YA-XAbLg939jX-w
,Retrolistic Sounds,2,1,https://www.youtube.com/channel/UCTvpz6TSS2tfR_rQFrnfIsg
,Cómo Lo Hice Inventor,2,1,https://www.youtube.com/channel/UCFWF1vu3bCYtvX9HjsOz9Ag
,"Dad, the engineer",2,1,https://www.youtube.com/channel/UCQJ6TLmSI26TD4FSqavgZ6A
,Techno Tim,2,1,https://www.youtube.com/channel/UCOk-gHyjcWZNj3Br4oxwh0A
,Matt Coykendall,2,1,https://www.youtube.com/channel/UC145VfPR89fEeiwjvQvThaA
,Peak Picks,2,1,https://www.youtube.com/channel/UC4ALXESBPeYw9B84PNvmHBQ
,KLGadgetTV,2,1,https://www.youtube.com/channel/UCu2yODmemX1A0_wcMd1pUgw
,Skybay Online Shopping,2,1,https://www.youtube.com/channel/UCUs95qyGIninkFGCDrOmDGQ
,TECH ATUL,2,1,https://www.youtube.com/channel/UCQ2_VMqkl_l9Rcnafaa53sQ
,Brandegee Pierce,2,1,https://www.youtube.com/channel/UCaAba1OSS6uivbSEHk-eGtA
,whatcouldgowrong,2,1,https://www.youtube.com/channel/UCO0NPIrSKc4SYXvGQ_aEd3A
,John Ward (jwflame),2,1,https://www.youtube.com/channel/UC2uFFhnMKyF82UY2TbXRaNg
,CRG,2,1,https://www.youtube.com/channel/UC7C0p5DPOBkusUoGf8zIceA
,StanForce Labs,2,1,https://www.youtube.com/channel/UCSqk3l-iRH-_Gp12FnUmlvQ
,Business Dash,2,1,https://www.youtube.com/channel/UCELuyXctjHDqiyW35WNVJ9A
,Gadget Evolution,2,1,https://www.youtube.com/channel/UC66ysWRFWfg-V5RhnQN4wFg
,Tim Lilly,2,1,https://www.youtube.com/channel/UCik5wAea5FWdbu8MThbs1hw
,Crazy Experiment Hub,2,1,https://www.youtube.com/channel/UCCY3TqpjY6ByjvmFWEDLhSA
,Magic Bullet Pro,2,1,https://www.youtube.com/channel/UC_I5Q5Co9FgylDJIHiD0mqA
,Lower Standards,2,1,https://www.youtube.com/channel/UCENiW9oOAgTwmIm63vLvV8g
,Donut Larsen,2,1,https://www.youtube.com/channel/UCKECHCD0I6iJCkSLx78dW_Q
,Sean,2,1,https://www.youtube.com/channel/UCnMCbFYSd8ijTskyXRpHGHA
,Night Club,2,1,https://www.youtube.com/channel/UC8znPlMzmIIR5G1-GBmQCHA
,Andy Huot Creations,2,1,https://www.youtube.com/channel/UCl1IRob0PRPuJ5Fyc3c420g
,Hometown Acres,2,1,https://www.youtube.com/channel/UC4O2uQUQNdo4euBy42sGjqg
,UGent Open Science,2,1,https://www.youtube.com/channel/UCYKOuXl0zNJ9QHt-HrlpZmg
,Val Brenner,2,1,https://www.youtube.com/channel/UCCfc73N78w8OA8So805ofCQ
,DistroTube,2,1,https://www.youtube.com/channel/UCVls1GmFKf6WlTraIb_IaJg
,The Jonathan Ross Show,2,1,https://www.youtube.com/channel/UCgurmV2nVq_1DUb2pvGOKmg
,Amazon Music Industry,2,1,https://www.youtube.com/channel/UCPhQHSf929_t5sMoYMrrYOg
,Snazzy Labs,2,1,https://www.youtube.com/channel/UCO2x-p9gg9TLKneXlibGR7w
,Ham Radio Tube,2,1,https://www.youtube.com/channel/UCjETc3psT6i7B5z6S1Y3ojQ
,Chris DIYer,2,1,https://www.youtube.com/channel/UCcP0IvAAgkMMmPox5d-NM1A
,Fishin N Stuff,2,1,https://www.youtube.com/channel/UCAcyk4DjuWBt5zYdcEYZzJw
,Make Something,2,1,https://www.youtube.com/channel/UCtaykeSsGhtn2o2BsPm-rsw
,Open Green Energy,2,1,https://www.youtube.com/channel/UC_fafII4lTx7Ov8jIT2mIVQ
,Musikladen,2,1,https://www.youtube.com/channel/UCK1ArH0TW0Ndl5Z_SBGUWvQ
,WLUK-TV FOX 11,2,1,https://www.youtube.com/channel/UC72xzKVi3b_2oed6zQ8KKQg
,YouTube Movies,2,1,https://www.youtube.com/channel/UCVJenWACP1nNpQXUtzrA_0w
,YouTube Movies,2,1,https://www.youtube.com/channel/UC0KfjoXBCl25l1sKBIj3DmA
,Chilled Squirrel Electric Bikes,2,1,https://www.youtube.com/channel/UCvoUHzx_43AH54_TkxHoIfA
,Majenko Technologies,2,1,https://www.youtube.com/channel/UC1JkmHT_L01zqF0X8U-Fsbg
,SamTheTinkerer,2,1,https://www.youtube.com/channel/UCNAh2FYgiEfIUe-2GEM8Hng
,NXRemix,2,1,https://www.youtube.com/channel/UCE2XEll4_vydv-97-flh46A
,Bytes Of Pi,2,1,https://www.youtube.com/channel/UCxwh7SU2e4nbOYQR8SYe2VQ
,The Smart Home Maker,2,1,https://www.youtube.com/channel/UCN7fpaXBnNSraMqjWJCWwAg
,HAZI TECH,2,1,https://www.youtube.com/channel/UCFmKO0axFm3jTsib3x02Y2w
,Geeksmithing,2,1,https://www.youtube.com/channel/UCVvDArh4Hz_geHOE9S81Lng
,nishad2m8,2,1,https://www.youtube.com/channel/UCV_35rUyf4N5mHZXaxaFKiQ
,KINGTECH GROUP,2,1,https://www.youtube.com/channel/UC9dA3mrJYa1iXhIlGyEcalA
,"Butter, What?!",2,1,https://www.youtube.com/channel/UC24t8AZTwmJkvpNWsBfZcbA
,Future Interfaces Group,2,1,https://www.youtube.com/channel/UC1TLWwu-sGVuN51AhTjeSZg
,XeelTech,2,1,https://www.youtube.com/channel/UCB0UAGGJPU_WQkhsFKPzkpA
,Everything Electronic,2,1,https://www.youtube.com/channel/UCDRpLrmYeHy2eadCEdjsidQ
,upir,2,1,https://www.youtube.com/channel/UCWHHWV_tkafsHNZ65V64sNQ
,LEDSUNE,2,1,https://www.youtube.com/channel/UC8rIMk0_3B5f83KgzaW__TQ
,electronic GURU,2,1,https://www.youtube.com/channel/UCJmFy7YSogeWXwmXOfRJ6JQ
,Gadget Reboot,2,1,https://www.youtube.com/channel/UCwiKHTegfDe33K5wnmyULog
,bigclivedotcom,2,1,https://www.youtube.com/channel/UCtM5z2gkrGRuWd0JQMx76qA
,PeriscopeFilm,2,1,https://www.youtube.com/channel/UCddem5RlB3bQe99wyY49g0g
,ibender,2,1,https://www.youtube.com/channel/UCkKpAIWzE5pgzcaSHF_uqdA
,NextoolX,2,1,https://www.youtube.com/channel/UC18m4uAsXBsKkFvmXOfCpgQ
,Mirko Pavleski,2,1,https://www.youtube.com/channel/UCHLzc76TZel_vCTy0Znvqyw
,ElectroFun,2,1,https://www.youtube.com/channel/UCaQ6G3oJgBTNgY2_cHkinWA
,PWE,2,1,https://www.youtube.com/channel/UCIRMBQOqlDXcguO-1h0aJww
,Local Bytes,2,1,https://www.youtube.com/channel/UCfbRl1KzQc4yEFAzpnkOLFQ
,HowTo,2,1,https://www.youtube.com/channel/UCRDDQqd4CZhGj9rEBAUur6w
,Tom the Dilettante,2,1,https://www.youtube.com/channel/UC4toYvxk-yXvaQaazXXyPdQ
,LED Grow Lights Depot,2,1,https://www.youtube.com/channel/UCwOBeZbILAQBV-SKwN9Kmtw
,Techplant,2,1,https://www.youtube.com/channel/UCK48_8v5k90EXEYRD5mATlw
,The Gnosis Hub,2,1,https://www.youtube.com/channel/UCAb7VP6T4yM2VaYin5pFm4A
,Adrian Slabu,2,1,https://www.youtube.com/channel/UCNcKxKY4vDqzgodBez9Fqfw
,Allsortzz,2,1,https://www.youtube.com/channel/UCDpKJ2Vg2SYyiyAl6grj85w
,Mr.whosetech,2,1,https://www.youtube.com/channel/UC5i8pjCWFzPHJqaDe7VC00Q
,Nathan Carter,2,1,https://www.youtube.com/channel/UCvF1KLE7N4YncZq15_4ZazQ
,Krishna Sahay,2,1,https://www.youtube.com/channel/UC1I7kEKJD1s_ALwQ4U4OnLw
,Hardware Canucks,2,1,https://www.youtube.com/channel/UCTzLRZUgelatKZ4nyIKcAbg
,Tech Guy Charlie,2,1,https://www.youtube.com/channel/UCnxfp2a9I_YnCXpbqvXD4Ww
,mukesh kaviyath,2,1,https://www.youtube.com/channel/UCX3itIyj0O3vddEvbcQlnmw
,Geerling Engineering,2,1,https://www.youtube.com/channel/UCsd6hP-zzIkCpw8XGw7Osyw
,Techlick Town,2,1,https://www.youtube.com/channel/UCf32sehhVBEMCa4tH2evWKw
,The Tinkering Techie,2,1,https://www.youtube.com/channel/UCWAR4TpEfH1IPp5_nWB1sPw
,YouTube Movies,2,1,https://www.youtube.com/channel/UC-nlr0OOOo4lJeIzkQxKfJw
,TechTrends,2,1,https://www.youtube.com/channel/UCPrfNyL7yN-15Q6Eu7UYkOA
,800 Pound Gorilla Comedy Slices,2,1,https://www.youtube.com/channel/UCv4BtTHeqclK5jWEnnGjT2Q
,Kelsey Cook,2,1,https://www.youtube.com/channel/UCeFplBg-HWc6TSRGCAprLNQ
,Cathy Pacific & Eric,2,1,https://www.youtube.com/channel/UCoCzk6Q-hRL5v4TsebTKDFA
,Nostalgic Tune,2,1,https://www.youtube.com/channel/UCPT1AuNmVtlkLF-9HYTCCpA
,Laugh Society - Ladies First,2,1,https://www.youtube.com/channel/UC7S8jiVhYjcFUBOoLkCPKsw
,Steve Berke,2,1,https://www.youtube.com/channel/UCAmCoL6-FOMe17du44P59-Q
,Чикен Карри,2,1,https://www.youtube.com/channel/UCn9bv143ECsDMw-kJCNN7QA
,YouTube Movies,2,1,https://www.youtube.com/channel/UCU-ZAZrECP6LNzf07cBBO4Q
,YouTube Movies,2,1,https://www.youtube.com/channel/UCCCd3TZCP7GQLH6QShAs_yQ
,aperol.italia,2,1,https://www.youtube.com/channel/UCDvwkM9LjJLgazv-gjxFUWg
,The Grand Jam,2,1,https://www.youtube.com/channel/UCn-1CDSbd7Sf3uCBdzQApyw
,IMSAI Guy,2,1,https://www.youtube.com/channel/UCzxHDi9lhMwiG4XKzlJKy5w
,Hakista TV (Pinoy Hacker),2,1,https://www.youtube.com/channel/UC0cFQyiHeu0mQHQYzIYxNzw
,ezContents,2,1,https://www.youtube.com/channel/UChl1XVTGzBveawq3WG53Bcw
,Justin Garrison,2,1,https://www.youtube.com/channel/UCCOfb0euSR3nlKMMX9xZBEw
,Maker HQ,2,1,https://www.youtube.com/channel/UCujiwmvDZq_wdoyiTHVs9uw
,Kris Kasprzak,2,1,https://www.youtube.com/channel/UCLz4dz3aLyArDEHdZUoTuoA
,Talk with Taco,2,1,https://www.youtube.com/channel/UCS676AlQMucWSk5Rw71ExEQ
,Anas Box,2,1,https://www.youtube.com/channel/UCFTOhwVaEaY2_t7YBwn8q1g
,arduiNote,2,1,https://www.youtube.com/channel/UCyaarzsPPqh24QUOPxJLwwA
,GAMEROOMTHEATER,2,1,https://www.youtube.com/channel/UC0Jbcdkl7vJEaSTkYhVskJQ
,yotudero,2,1,https://www.youtube.com/channel/UCAIcwsJeLSAsY6MTTjF4gDw
,Dad Doing Stuff,2,1,https://www.youtube.com/channel/UCMqBvSAiyIQd1BYZIS__72w
,Omnia Rasa Design,2,1,https://www.youtube.com/channel/UCBRgjxp-js_9yWjAemQ3tGw
,Watch Wes Work,2,1,https://www.youtube.com/channel/UC2kEuLCRUrWAvHlupobn4aw
,Modern Mining,2,1,https://www.youtube.com/channel/UCdbmNBwxeziIf21q2Xl5vpw
,45Drives,2,1,https://www.youtube.com/channel/UCV_OrwHDqXdz7JuxjROhetA
,donaldsneffe,2,1,https://www.youtube.com/channel/UCbvFwOwRmP6ieKKhkDKm_NQ
,iotexpert,2,1,https://www.youtube.com/channel/UC3aSWRvU2s8NyhnF1rfnwRQ
,Mooi Huis,2,1,https://www.youtube.com/channel/UCPm3qdH3VvLXu9flngzCQtQ
,Fenyutas,2,1,https://www.youtube.com/channel/UC_ulkUpEZdjxv1uv2EVQoGw
,Project Blue Falcon,2,1,https://www.youtube.com/channel/UCObMtTKitupRxbYHLlwHE3w
,element14 presents,2,1,https://www.youtube.com/channel/UChturLXwYxwTOf_5krs0qvA
,Derek Molloy,2,1,https://www.youtube.com/channel/UCf_sAmhBw7Tj7-2ujmLFoQg
,PEBA Tools,2,1,https://www.youtube.com/channel/UCPr3yByz5nnUOIxia88Pliw
,enph twofivethree,2,1,https://www.youtube.com/channel/UCnKm_feiYyGU4xA8D-zrhBw
,freeCodeCamp.org,2,1,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ
,Coding with Estefania,2,1,https://www.youtube.com/channel/UCng0h8WiHLmT57JJ8At4LfQ
,Maker Vibe,2,1,https://www.youtube.com/channel/UCDlWfMxJScFiIPbDhGea1vw
,David Ondrej,2,1,https://www.youtube.com/channel/UCPGrgwfbkjTIgPoOh2q1BAg
,Sean Kochel,2,1,https://www.youtube.com/channel/UCFig7skuwYrCIGy0tuZHA2Q
,Fox Gadget,2,1,https://www.youtube.com/channel/UC1u7EDUCNHkMPtktFkuCraw
,Embedded Weekends,2,1,https://www.youtube.com/channel/UC9SBBYfe5v2TgBsqjFqpN_g
,Tony Teaches Tech,2,1,https://www.youtube.com/channel/UCWPJwoVXJhv0-ucr3pUs1dA
,KM4ACK,2,1,https://www.youtube.com/channel/UCSQhXfGo_68Ta8-2wStAWkw
,Psi,2,1,https://www.youtube.com/channel/UCU4smTMtuMQ4pBjiDe9fOcg
,Uteh Str,2,1,https://www.youtube.com/channel/UCk8rZ8lhAH4H-75tQ7Ljc1A
,Eleunit,2,1,https://www.youtube.com/channel/UCYF7Za0YoaDJtsbjRdvio5A
,CLARVO,2,1,https://www.youtube.com/channel/UCvrJknmJRyRdnF_jEO0zB4w
,Technical Resolution,2,1,https://www.youtube.com/channel/UCsluxa3FfDr3jx02CCwPWOw
,The Cyber Mentor,2,1,https://www.youtube.com/channel/UC0ArlFuFYMpEewyRBzdLHiw
,Blagoje Mrkic,2,1,https://www.youtube.com/channel/UCwxBekoI-WZUPYSh5GZ9RUg
,LVGL,2,1,https://www.youtube.com/channel/UC0fMcpuRA0Zxn_EJYCL88-Q
,Ask Leo!,2,1,https://www.youtube.com/channel/UCIcDD_2ewPpM6dk9rZlHEBA
,Leon Marsden,2,1,https://www.youtube.com/channel/UCF9Eg79QcplawXhdQigeEwQ
,FutureScapes,2,1,https://www.youtube.com/channel/UC8hUDo27bMLu8t7qkp7JaOg
,Explain Tech,2,1,https://www.youtube.com/channel/UCZnZQa1_Ji_gTaDk68_lFCQ
,Savvy Tech Tips,2,1,https://www.youtube.com/channel/UCGseLWeHJHgYidd-UlpcyNw
,CyberCPU Tech,2,1,https://www.youtube.com/channel/UCMuAUiKC29C5qM6_ZTY9Xww
,LED Strip Studio,2,1,https://www.youtube.com/channel/UCzf3jIJmqquNJW9OtQrNspg
,CrunchLabs,2,1,https://www.youtube.com/channel/UC513PdAP2-jWkJunTh5kXRw
,Global History Narratives.,2,1,https://www.youtube.com/channel/UC3wSWqgZfXPyrS7DNkHNl2A
,Easy Flashing,2,1,https://www.youtube.com/channel/UCwbQ5I3l66R0ZWJQmYIO-pA
,John Loney,2,1,https://www.youtube.com/channel/UCT0IM--VjBaRHY0RlU77xdQ
,GeekToolkit,2,1,https://www.youtube.com/channel/UC_lUgOaopkzaijQaI3gAi3g
,Two Way Mirrors,2,1,https://www.youtube.com/channel/UCuWNyJwj0d80xxVmFtRbQTw
,Fifty Percent Awesome,2,1,https://www.youtube.com/channel/UCvtsg4ruAisZVVV_QpkLk5g
,SIRS Electronics Inc,2,1,https://www.youtube.com/channel/UCH2Rqi3XgLaDGgLQaNFLibw
,Tammy Blevans,2,1,https://www.youtube.com/channel/UClNRQFcAbz8IpmJ0YYFxIrA
,Robu.in,2,1,https://www.youtube.com/channel/UCDS8MYh6mBtElvrV2R8ix4g
,Smart Bright LEDs,2,1,https://www.youtube.com/channel/UCNpaPOgTPb_t3s9qkZGCcVg
,xTreme Sequences,2,1,https://www.youtube.com/channel/UC5Lqmq92qPuMFwUG_y2ebCg
,iDJMic,2,1,https://www.youtube.com/channel/UCMtjUWBX-CZ1DErmnSJLLeA
,History of Simple Things,2,1,https://www.youtube.com/channel/UC95ANqPeSKRNEH1CaCOs2ew
,Technical Flasher,2,1,https://www.youtube.com/channel/UC_x_wWCyTKhBVOQDNZHcGqA
,My Grandads Shed,2,1,https://www.youtube.com/channel/UCUUt2Usc7fUX_goV5-jgGdg
,LEDRUS - светодиодное освещение,2,1,https://www.youtube.com/channel/UC6eDvn4O3sjIwFbOhxkoyIw
,Vicious Computers,2,1,https://www.youtube.com/channel/UC6fu_OakhfgY3PaYBuiDmNQ
,AvWuff,2,1,https://www.youtube.com/channel/UCY4YVr7INp5W2XORQdME-aQ
,The Chemical Brothers,2,1,https://www.youtube.com/channel/UCvyAsTkXVoCQtFG-rGhwCKw
,Music Library,2,1,https://www.youtube.com/channel/UCGKONlVc1-d4TStFxcQTBNg
,Zafer,2,1,https://www.youtube.com/channel/UC26KdtzMPDNQwNpHv9CHlrw
,PingIsOver9000,2,1,https://www.youtube.com/channel/UCKbEWb4snkK3Z53wHCCa4Ug
,Lance Wilhelm,2,1,https://www.youtube.com/channel/UCAOA0TocUJL0sAxzxEyX74w
,FRUGAL DAILY,2,1,https://www.youtube.com/channel/UCyqzhcwKso06h_3hRGsepgg
,The Curious Mind,2,1,https://www.youtube.com/channel/UCzVzADipldUrUhKkuw-ISqw
,Golden Joystick,2,1,https://www.youtube.com/channel/UCT-fz1UHKlmytVVbX3T_Wcg
,Jyoti Mishra,2,1,https://www.youtube.com/channel/UCfP2pKpB1OFrp_8qiOYwiFg
,Slav,2,1,https://www.youtube.com/channel/UC8MLS5X0vWxxa5nyJxfSA1A
,Eskimo Recordings,2,1,https://www.youtube.com/channel/UCk1Ya3JbCT9FHBtIa2L1ocA
,Nacional Records,2,1,https://www.youtube.com/channel/UCK_7uFzY1qxGpT3BiYHAoxg
,TwistedMusicUK,2,1,https://www.youtube.com/channel/UC-QABl1VPBmnv0v6vLwDQNg
,IILE,2,1,https://www.youtube.com/channel/UCX4IX5u49LP5PDrb07OVErg
,Synapson,2,1,https://www.youtube.com/channel/UCWWyDRyi_U7qtGWPZ0rQD6g
,CaravanPalace,2,1,https://www.youtube.com/channel/UCKH9HfYY_GEcyltl2mbD5lA
,niemamnikuOoo,2,1,https://www.youtube.com/channel/UC_Mu5AMFvP6ShUQbWmo2JLg
,m0mper,2,1,https://www.youtube.com/channel/UCWCm7Ff1tpChnTEKqj_LURQ
,Kid Loco,2,1,https://www.youtube.com/channel/UCVkaYPuRb-TWyd5sUIevOTg
,Curtis11611,2,1,https://www.youtube.com/channel/UC2iUo8Rf-lh1oW7q5vTK5KA
,ALEX BRASIL,2,1,https://www.youtube.com/channel/UCFoyObZrqe_QDalrUDAj-mA
,sibbba,2,1,https://www.youtube.com/channel/UC-RVkspk--K5GaNlU7Gqdng
,Gears and Tech,2,1,https://www.youtube.com/channel/UC87yYbCYEV-TqM9h6WU3Ccg
,John Coles,2,1,https://www.youtube.com/channel/UCiQVwYwRLA_vRr-8lccBaoA
,Gary Owen,2,1,https://www.youtube.com/channel/UCEiJQ6Uohu1mUHMIoCiOlPw
,Beyond The Stars,2,1,https://www.youtube.com/channel/UCwPZxqXhWtb6R8Z2soEbF8g
,Cognify,2,1,https://www.youtube.com/channel/UCwqjDflT7Owh2yp87nN4vSw
,List 25,2,1,https://www.youtube.com/channel/UCWqJpFqlX59OML324QIByZA
,Digital Taxidermy,2,1,https://www.youtube.com/channel/UChxsSI0e0kbiWyqIlu4Chfw
,shan duet,2,1,https://www.youtube.com/channel/UCdCzXuJvbsPcjC4ibCuAptw
,Shailendra Khare,2,1,https://www.youtube.com/channel/UCvmqUe8XAmg4d5CElP2nREA
,An ideal vidyarthi,2,1,https://www.youtube.com/channel/UCTu--kh9ZaJnVQvLfXyJljw
,KSDK News,2,1,https://www.youtube.com/channel/UCVHTypjbrXH-maZaIkwweJA
,Red Hot Chili Peppers Argentina,2,1,https://www.youtube.com/channel/UCGZgakbjxHIa-zys18IPREA
,What's for afters?,2,1,https://www.youtube.com/channel/UCzZFKfzvIv3enwhRAc90rSw
,Conan O'Brien,2,1,https://www.youtube.com/channel/UCo3nWXH_6vVJ5-xbF3bKb3Q
,Séquence,2,1,https://www.youtube.com/channel/UCuZiVC_rCTiAV7j61D_CNQA
,scefftex,2,1,https://www.youtube.com/channel/UCLxs3EUeld_7WOtxQ8rxwmA
,Jamie xx,2,1,https://www.youtube.com/channel/UCbcUt4SAP587pHR4v9O60aA
,zlol56,2,1,https://www.youtube.com/channel/UCXvdwUUv6ziOFhMkEwg8ZQA
,itsAirLow,2,1,https://www.youtube.com/channel/UCKsHD-leOlL7zK9iPWgY9Ug
,Trampsta,2,1,https://www.youtube.com/channel/UCOlxGyNCuzG8xm5ogYM6OOQ
,MOES.Official,2,1,https://www.youtube.com/channel/UCyQuy9g1m_4RGtHUCVzFLLw
,Smart Home Makers,2,1,https://www.youtube.com/channel/UCa-_T4_g4T_11YMlxn80LaQ
,FirstBuild,2,1,https://www.youtube.com/channel/UCT5yKq1B2w0xUkGN-podiRA
,Predictable Designs with John Teel,2,1,https://www.youtube.com/channel/UCDqov5THnmr0KX3f1FeK0Uw
,amplifiedparts,2,1,https://www.youtube.com/channel/UCNHkt3lDVGFJAGJWKxLrEUw
,qiachip.com,2,1,https://www.youtube.com/channel/UCcv-i14aTz_Od9i04-aN9VQ
,TomStell,2,1,https://www.youtube.com/channel/UCXkhHJSRpjQUKIEZ9LL6mIA
,Christopher Lum,2,1,https://www.youtube.com/channel/UCPUuVY7w8brL0r__P8UBgyQ
,The magic project,2,1,https://www.youtube.com/channel/UCHg5YSsWMajbHHga3lcXywg
,Rob Hull,2,1,https://www.youtube.com/channel/UC5qr9xhVoV-ZyZ_XA7sKVGg
,HaleysTusk,2,1,https://www.youtube.com/channel/UCanbxr_anO1_bBI1e3R9r2A
,SleazyEmotions,2,1,https://www.youtube.com/channel/UC2QlZ0NIY12Tg-AGJZ3Cddw
,stevestizzy,2,1,https://www.youtube.com/channel/UC3fSAoGdqdy-W6ameH1P9lA
,Brother Dege,2,1,https://www.youtube.com/channel/UC_PF34-Ff7Qu_4xy3N2XgIw
,Becca Krueger,2,1,https://www.youtube.com/channel/UCAiujdCpjaSTP_4QA0v422Q
,Carter Vintage Guitars,2,1,https://www.youtube.com/channel/UCCkC_RBt7bYlkCI_5VPwFbA
,Swedish House Mafia,2,1,https://www.youtube.com/channel/UC5HEq5U--O5nn134mizyCcw
,Electronic Clinic,2,1,https://www.youtube.com/channel/UCo1jouP-SEy7Pjrk1p-lDaQ
,Tips 365,2,1,https://www.youtube.com/channel/UCSE-HgtllobqlkeEC6uP3Ig
,Branchus Creations,2,1,https://www.youtube.com/channel/UCXy8pDuiwZoY8_bNISGQ_Cw
,Vector 3D,2,1,https://www.youtube.com/channel/UCIi0sokRP7JKU-f0HHIhicw
,MAKERDEMY,2,1,https://www.youtube.com/channel/UCyLaY1hc2zjfDCe5kGfKp1w
,Photos with Phones,2,1,https://www.youtube.com/channel/UCNIcnAGo4GrPDK5UHVz3vRA
,Eletrônica Brothers,2,1,https://www.youtube.com/channel/UCRhqp5ZhJKcblctciqdIQ1w
,TARIQ LAB,2,1,https://www.youtube.com/channel/UCe-DEeez7mB_q6WuKc8992Q
,Tecnologia y Soluciones,2,1,https://www.youtube.com/channel/UC3U4tSnHO2MM-1xMfFj2U-g
,Alfian Center,2,1,https://www.youtube.com/channel/UCoBszWOTLUvA1bkuXPJLkzw
