# category_review.txt
# Channels that could not be auto-categorized.
# Edit the last column, then save as channel_overrides.txt
# Valid categories: music | tv | tech | unsure | news | food | comedy | other
# May be abbreviated M, V, T, unsure, N, F, C, O
norm_name|raw_name|channel_url|total_plays|title_count|category
BIRP!|BIRP!|https://www.youtube.com/channel/UC-HHJWCzskrsPdEjYulBg4w|1|1|unsure
Yorro|Yorro|https://www.youtube.com/channel/UCVkX7yuLwzLpXGDNgrgX3gA|1|1|unsure
Empire Falls|Empire Falls|https://www.youtube.com/channel/UC6Ct_y2wgsyRgceMkJ66HIw|1|1|unsure
Setter | Hitter | Libero College|Setter | Hitter | Libero College|https://www.youtube.com/channel/UCgPdRuCS8qSUt6eoVz7OViQ|1|1|unsure
Matt Jones|Matt Jones|https://www.youtube.com/channel/UCXEuQ_O6BUWwhVhcMyXNHgg|1|1|unsure
TrilliumSG|TrilliumSG|https://www.youtube.com/channel/UCLlSdmv2YqcOdESs6TXM2qw|1|1|unsure
Sunshine That you just have to watch|Sunshine That you just have to watch|https://www.youtube.com/channel/UCnKgKmBjeGNtPBBA5XWHfYw|1|1|unsure
Rock N' Roll True Stories|Rock N' Roll True Stories|https://www.youtube.com/channel/UCeYuZB53ge-tdHWUDF87xQw|1|1|unsure
Sailrite Workbench|Sailrite Workbench|https://www.youtube.com/channel/UCoT8AFz1pE3xeK68q2dOPKA|1|1|unsure
Orny Adams|Orny Adams|https://www.youtube.com/channel/UCppCT1IY73zk_DjUEANRqqg|1|1|unsure
SNAK THE RIPPER|SNAK THE RIPPER|https://www.youtube.com/channel/UCjNzc8-5TduqolYvGVnqnEw|1|1|unsure
Laugh After Dark|Laugh After Dark|https://www.youtube.com/channel/UCj96-bhVZ1aOwx19RC7Swmw|1|1|unsure
EmGi|EmGi|https://www.youtube.com/channel/UC3SbBRIyijoZ9ujv_MPsGUg|1|1|unsure
Josh Strife Hayes|Josh Strife Hayes|https://www.youtube.com/channel/UCRWyPm7MrfotIYF8A8MGV3g|1|1|unsure
Legenis|Legenis|https://www.youtube.com/channel/UCwoPD67RGHULNGsLSm1goFw|1|1|unsure
Computer Gaming Yesterday|Computer Gaming Yesterday|https://www.youtube.com/channel/UCmPXXix0AucxBo-r8LZbQ_Q|1|1|unsure
Trammie|Trammie|https://www.youtube.com/channel/UCdICgmuP4Fusi9SqbOCw2Yg|1|1|unsure
metal4head20|metal4head20|https://www.youtube.com/channel/UCmufI1r6OUfLjuiwUsoy15g|1|1|unsure
SilentScreamer|SilentScreamer|https://www.youtube.com/channel/UCbIZ4DjKzQ82xdjcvrAKkLw|1|1|unsure
DayLite Windows|DayLite Windows|https://www.youtube.com/channel/UCVGaJVK81Fb9i2UXQW25jkw|1|1|unsure
Jacob Carlson (Check Out Jacob)|Jacob Carlson (Check Out Jacob)|https://www.youtube.com/channel/UCYXZYl0JgaS7G1nZ1MWfFIQ|1|1|unsure
MKB Hobbies|MKB Hobbies|https://www.youtube.com/channel/UC3vU-UfcOopEKzW20JI5S2w|1|1|unsure
Playable Worlds|Playable Worlds|https://www.youtube.com/channel/UCC6cJlErEK6vWcpTfDCzPFQ|1|1|unsure
Fresh Tech|Fresh Tech|https://www.youtube.com/channel/UCkuYl6b8QqBeQkd1MuiyKNw|1|1|unsure
Dr. Ellie Phillips|Dr. Ellie Phillips|https://www.youtube.com/channel/UCP7_49XDnkfIN5r5CKIM83Q|1|1|unsure
WNEP|WNEP|https://www.youtube.com/channel/UCRntP8_e9ZPvlO0oru63cbQ|1|1|unsure
Brad Williams|Brad Williams|https://www.youtube.com/channel/UCSj_Ewo8V0CUKF0JT9s6sAA|1|1|unsure
Kazuma|Kazuma|https://www.youtube.com/channel/UCLf70ipw-NxU1rsqGVd3Aeg|1|1|unsure
Technithusiast|Technithusiast|https://www.youtube.com/channel/UCN4_NYvCU-tvIG3F1QSVdSw|1|1|unsure
Game Informer|Game Informer|https://www.youtube.com/channel/UCK-65DO2oOxxMwphl2tYtcw|1|1|unsure
The Retro Collective|The Retro Collective|https://www.youtube.com/channel/UCLEoyoOKZK0idGqSc6Pi23w|1|1|unsure
IGN|IGN|https://www.youtube.com/channel/UCKy1dAqELo0zrOtPkf0eTMw|1|1|unsure
The Cool Down|The Cool Down|https://www.youtube.com/channel/UCFPcqIHmFsuHrUhjsJMCbYg|1|1|unsure
GDC Festival of Gaming|GDC Festival of Gaming|https://www.youtube.com/channel/UC0JB7TSe49lg56u6qH8y_MQ|1|1|unsure
Big Musk|Big Musk|https://www.youtube.com/channel/UCJaO3jfPlqONDeGsqx3TZpQ|1|1|unsure
Ars Technica|Ars Technica|https://www.youtube.com/channel/UCCDU1fsmgvWljcW2aodfJsA|1|1|unsure
SelectBlinds|SelectBlinds|https://www.youtube.com/channel/UCBu2DA6jYCKLoME1rOH5A3A|1|1|unsure
Graber Blinds|Graber Blinds|https://www.youtube.com/channel/UCCN0G9FM5zcIpRCY_0Pf2Dw|1|1|unsure
truTV|truTV|https://www.youtube.com/channel/UCb0xfM3HGOsqPYNAocXXNAQ|1|1|unsure
BEST COOL TECH|BEST COOL TECH|https://www.youtube.com/channel/UCCb2_NuGcs_WYwET6xSPd-A|1|1|unsure
Josh Stunell|Josh Stunell|https://www.youtube.com/channel/UCDgseix1XtV4Yado6-yORIA|1|1|unsure
TTH funny|TTH funny|https://www.youtube.com/channel/UCChVRz09P7jDBQ-P78IXrbQ|1|1|unsure
LiL PEEP|LiL PEEP|https://www.youtube.com/channel/UCAfNyFkHZfu_YFHGe0FF98Q|1|1|unsure
blicketh|blicketh|https://www.youtube.com/channel/UCceHbQ6GA9QR1RlzGf66swg|1|1|unsure
AG1|AG1|https://www.youtube.com/channel/UC_h93pIJS9IWSBaiREG5fMA|1|1|unsure
3 Day Blinds|3 Day Blinds|https://www.youtube.com/channel/UCIBXqkPwtIyzImUqrkxjCpg|1|1|unsure
Cozy DIY Home|Cozy DIY Home|https://www.youtube.com/channel/UCbnY-O1Pse1lekxYWqVJwgg|1|1|unsure
Ricky|Ricky|https://www.youtube.com/channel/UCAdvxTZHGz0KZAKKTIzniZg|1|1|unsure
The Terrace Kitchen|The Terrace Kitchen|https://www.youtube.com/channel/UC2bgPCeViczOgAoPJLr_iug|1|1|unsure
Shafar_sjc|Shafar_sjc|https://www.youtube.com/channel/UC1eATAJapD2ME3DST1tzQFg|1|1|unsure
True Tech Finds|True Tech Finds|https://www.youtube.com/channel/UCnjtGz3c0HeIWvRYjyaLs_w|1|1|unsure
ForTheBurbs|ForTheBurbs|https://www.youtube.com/channel/UCISVviKwSuJLSyLwUKrbP8w|1|1|unsure
Waydot|Waydot|https://www.youtube.com/channel/UCKXUjkS_r-N9V1ncwYf4luA|1|1|unsure
Tucker Carlson Clips|Tucker Carlson Clips|https://www.youtube.com/channel/UCtvyqE7Zvg0B3qSSAtLG70Q|1|1|unsure
Chris Cafiero|Chris Cafiero|https://www.youtube.com/channel/UCHnAYLrjeNgPbCxtLi6AcLA|1|1|unsure
The Gavin Coyle|The Gavin Coyle|https://www.youtube.com/channel/UCB18FcRhzPQyCy4i9k2jC4g|1|1|unsure
Robsan|Robsan|https://www.youtube.com/channel/UCFTejMpz1ZsUemgs9iuANOQ|1|1|unsure
Dock Tok|Dock Tok|https://www.youtube.com/channel/UCmnPsyey2_EHuEEcp8-mlWg|1|1|unsure
小汤师傅|小汤师傅|https://www.youtube.com/channel/UCEN-7arIDRWUJv5kC0vXpAg|1|1|unsure
Noonessafe shorts|Noonessafe shorts |https://www.youtube.com/channel/UCA8hW4o-9cCKDRowwGmCg6Q|1|1|unsure
The Warning Perú|The Warning Perú|https://www.youtube.com/channel/UCbFR7yi8038fVZ4lZ22ugXA|1|1|unsure
Moses Chapel | The Breakdown|Moses Chapel | The Breakdown|https://www.youtube.com/channel/UCUmBOCJfnDupvp04nIUFvDQ|1|1|unsure
FitFix|FitFix |https://www.youtube.com/channel/UC3NJVkGUkPwvWwWpQG-67Ag|1|1|unsure
Stefunny Strange|Stefunny Strange|https://www.youtube.com/channel/UCdjcBY09j5lh2hJu9GeXq2g|1|1|unsure
Jed Said Therapy|Jed Said Therapy |https://www.youtube.com/channel/UCHVvnJS3Eof3S67CBYvWKsQ|1|1|unsure
Find Dig|Find Dig|https://www.youtube.com/channel/UCSvZeOoQofTSXxt8RxJwaSw|1|1|unsure
Jen Perkins|Jen Perkins|https://www.youtube.com/channel/UCUFbkqE4OniCa8ItEqk30sA|1|1|unsure
PatekTV|PatekTV|https://www.youtube.com/channel/UCdyn_sVyH6N--9PXxweUTDw|1|1|unsure
Sassy Tullahassee|Sassy Tullahassee|https://www.youtube.com/channel/UCF3r-61J2EEL3v0c7Q9pJNg|1|1|unsure
Kuko Talks|Kuko Talks|https://www.youtube.com/channel/UCg65tOx-K3tmZ4IBKykoz8w|1|1|unsure
Moosa Tv Info|Moosa Tv Info|https://www.youtube.com/channel/UCsbCH2m8YUT11iqZv18b_PQ|1|1|unsure
Doc Edward|Doc Edward|https://www.youtube.com/channel/UCGy-vg6tzk86-vZ3l7qHqMw|1|1|unsure
Skid Kids|Skid Kids|https://www.youtube.com/channel/UCQ5kqUO7Pkc7YWRNnjetfbw|1|1|unsure
Mr. Puffer|Mr. Puffer|https://www.youtube.com/channel/UCaS0YSxH_faQy6ZAIXm958g|1|1|unsure
MgmProfessor|MgmProfessor |https://www.youtube.com/channel/UCJ_GFFLM6mqtSwCKayCToeQ|1|1|unsure
USCCA|USCCA|https://www.youtube.com/channel/UCOtLoWm8T23VJzoCK4TBAiA|1|1|unsure
LittleMaple|LittleMaple|https://www.youtube.com/channel/UCIGSYiCK4ZVBbxyg-dkumsg|1|1|unsure
Albert De Jesus|Albert De Jesus|https://www.youtube.com/channel/UCM6AOaWUicwaNILa2vJlRKw|1|1|unsure
Snarp Shorts|Snarp Shorts|https://www.youtube.com/channel/UCfOkE33YBuIwCiQiYXC-iaQ|1|1|unsure
Edcers|Edcers|https://www.youtube.com/channel/UCzBChCdB_mfLhHijr9cf-_w|1|1|unsure
Tex|Tex|https://www.youtube.com/channel/UC8qRMaGOtcjPoWaKfS-e4bg|1|1|unsure
Tips Workshop|Tips Workshop|https://www.youtube.com/channel/UC9yZkmteI0_1cprtkSar45A|1|1|unsure
JunkTramp|JunkTramp|https://www.youtube.com/channel/UC_X3VexB-zomcP0E2i7NUjQ|1|1|unsure
Valkyrie|Valkyrie|https://www.youtube.com/channel/UCKnHYmyXj2yjpAco4bz6kUw|1|1|unsure
Kat Abela|Kat Abela|https://www.youtube.com/channel/UCeWAD_ceyP9qkNA7l0PyvNQ|1|1|unsure
Robot Monster|Robot Monster|https://www.youtube.com/channel/UC2Vro_GNiB-9P8HVGuhZEoQ|1|1|unsure
nicoflyer26|nicoflyer26|https://www.youtube.com/channel/UCNmiAjodOEd9fQGY7QdjLBg|1|1|unsure
Rayna Vallandingham|Rayna Vallandingham|https://www.youtube.com/channel/UCPLhSUWFIzfv-4MzGQ7KFjQ|1|1|unsure
Force Gaming|Force Gaming|https://www.youtube.com/channel/UCGhs9S33RAeT5DEuKTO4Oew|1|1|unsure
FTC Boxing|FTC Boxing|https://www.youtube.com/channel/UCfkgYR8M49wFbBPZdqxIpLg|1|1|unsure
WTI|WTI|https://www.youtube.com/channel/UCdWysCA6JTj52bLj4bin57Q|1|1|unsure
Garden Fundamentals|Garden Fundamentals|https://www.youtube.com/channel/UCJfYCNSWCIuOB2sltDh5ZjQ|1|1|unsure
Tom Bilyeu|Tom Bilyeu|https://www.youtube.com/channel/UCnYMOamNKLGVlJgRUbamveA|1|1|unsure
Lex Clips|Lex Clips|https://www.youtube.com/channel/UCJIfeSCssxSC_Dhc5s7woww|1|1|unsure
Rich Roll|Rich Roll|https://www.youtube.com/channel/UCpjlh0e319ksmoOD7bQFSiw|1|1|unsure
MegaBuilds|MegaBuilds|https://www.youtube.com/channel/UC6TY36Ys_J6UPKd75TpRuUw|1|1|unsure
South4Music|South4Music|https://www.youtube.com/channel/UCqVrwCgcSMKb0f8ngVKxXLA|1|1|unsure
thehermit777|thehermit777|https://www.youtube.com/channel/UCA8m6b-fnhM8VKI0_5nWzdg|1|1|unsure
Thee Burger Dude|Thee Burger Dude|https://www.youtube.com/channel/UCMw6K-dJTWUJxX4NCPCgS9w|1|1|unsure
A24|A24|https://www.youtube.com/channel/UCuPivVjnfNo4mb3Oog_frZg|1|1|unsure
Paste Magazine|Paste Magazine|https://www.youtube.com/channel/UC_PscE_7n8SiMspieMGMK_A|1|1|unsure
Frontier - A Verizon Company|Frontier - A Verizon Company|https://www.youtube.com/channel/UC3XH3nw6wNuIcpV_THQxTJA|1|1|unsure
PomplamooseMusic|PomplamooseMusic|https://www.youtube.com/channel/UCSiPjfAJBgbFlIUsxOWpK0w|1|1|unsure
Tavis Lovell|Tavis Lovell|https://www.youtube.com/channel/UCZGxbFCPizItTD1SIc00Hqg|1|1|unsure
Tin Omen|Tin Omen|https://www.youtube.com/channel/UCFb1EHE_be9b2nAmGu8RfsQ|1|1|unsure
Margo MacSweeney|Margo MacSweeney|https://www.youtube.com/channel/UCrJdccbcZ40fbCjrh1LhblA|1|1|unsure
isleofwightfestival|isleofwightfestival|https://www.youtube.com/channel/UCnULp16WtSX404Du_Nlmcxw|1|1|unsure
Positive Vibe Media|Positive Vibe Media|https://www.youtube.com/channel/UCe9kDywiFD56mYukTIaxGVA|1|1|unsure
whogotsthecrack|whogotsthecrack|https://www.youtube.com/channel/UCQFeCKqGZT3cSbDHPcWnsBQ|1|1|unsure
Maurizio Andreoli|Maurizio Andreoli|https://www.youtube.com/channel/UCscklnHwN-k7gA01eAMSdTQ|1|1|unsure
Chris Attrell|Chris Attrell|https://www.youtube.com/channel/UCQNpD_lya4u6i3Y4n0ZaHRQ|1|1|unsure
Stringer media|Stringer media|https://www.youtube.com/channel/UC7hLKPugbrkRDzng307Nlag|1|1|unsure
Geography By Geoff|Geography By Geoff|https://www.youtube.com/channel/UC7-Z34pbJ0ZAOJRmUCEz0Cg|1|1|unsure
Gilly and Keeves|Gilly and Keeves|https://www.youtube.com/channel/UCxY70x2COyMICgCfEwgVcJg|1|1|unsure
Tom Segura|Tom Segura|https://www.youtube.com/channel/UCuT0B27AxYqCPWMJixOOnMQ|1|1|unsure
Internet Shaquille|Internet Shaquille|https://www.youtube.com/channel/UCSuT9FSddzI6W5Bij9XwtmA|1|1|unsure
noob download|noob download|https://www.youtube.com/channel/UCi5CXfhbytLx4-IKMYWrVXw|1|1|unsure
Part-Time Explorer|Part-Time Explorer|https://www.youtube.com/channel/UC3l-MBGanXHD3UKJtkaQSAw|1|1|unsure
Dark Exploration Films|Dark Exploration Films|https://www.youtube.com/channel/UCBq8m0Al8nT0jLEx_LJy3rQ|1|1|unsure
Channel 5 with Andrew Callaghan|Channel 5 with Andrew Callaghan|https://www.youtube.com/channel/UC-AQKm7HUNMmxjdS371MSwg|1|1|unsure
Free4All|Free4All|https://www.youtube.com/channel/UCzR7R1e_bp0ykhVRPKYfHAw|1|1|unsure
iot indonesia|iot indonesia|https://www.youtube.com/channel/UCOz_sG60KPq7tYgYDI83MCA|1|1|unsure
Elektor TV|Elektor TV|https://www.youtube.com/channel/UChtg0Ek8OFg-tn_Vttd3STw|1|1|unsure
MsMojo|MsMojo|https://www.youtube.com/channel/UC3rLoj87ctEHCcS7BuvIzkQ|1|1|unsure
Hell_Pike|Hell_Pike|https://www.youtube.com/channel/UCmNcHMXrT7Mt8okC8jpJCpA|1|1|unsure
TWiT Tech Podcast Network|TWiT Tech Podcast Network|https://www.youtube.com/channel/UCwY9B5_8QDGP8niZhBtTh8w|1|1|unsure
LotsOfMuzik|LotsOfMuzik|https://www.youtube.com/channel/UCVqUgRJ8uZF89YT_Ht7V_Xg|1|1|unsure
California Roots|California Roots|https://www.youtube.com/channel/UCRkc3u66O2GfOrhnGtPBVMw|1|1|unsure
KCRW|KCRW|https://www.youtube.com/channel/UC54U5gpKkaa_BpXRVNip2Dw|1|1|unsure
Jam In The Van|Jam In The Van|https://www.youtube.com/channel/UCwfYU2M8TBAus0TIaNtjxlQ|1|1|unsure
Woodworking With Wes|Woodworking With Wes|https://www.youtube.com/channel/UCulpgxQBqec_ZY2_LMuFcfA|1|1|unsure
Paoson Woodworking|Paoson Woodworking|https://www.youtube.com/channel/UC4PI8VEr1ZaKn4TBcXoy3qg|1|1|unsure
CBC Music|CBC Music|https://www.youtube.com/channel/UCAILl3AE11CoqiSVs6rBwBQ|1|1|unsure
Lumberjack Hardwood|Lumberjack Hardwood|https://www.youtube.com/channel/UCZOAXnnIuglz3RlijWP1tRA|1|1|unsure
DumBatGT|DumBatGT|https://www.youtube.com/channel/UCsiNeXG3p9nUvXyGs_VFAug|1|1|unsure
10 minutes recipe|10 minutes recipe|https://www.youtube.com/channel/UCuQVfD2ywdgiahxkqrVb5Bg|1|1|unsure
Helly's Simple Recipe|Helly's Simple Recipe|https://www.youtube.com/channel/UCY8J23P_GQHPoGh2XetHGdQ|1|1|unsure
Peter Attia MD|Peter Attia MD|https://www.youtube.com/channel/UC8kGsMa0LygSX9nkBcBH1Sg|1|1|unsure
Beggars Banquet Records|Beggars Banquet Records|https://www.youtube.com/channel/UCXWY-FG0IvCKrj_lqQdGLOQ|1|1|unsure
Prod.Kizzxx|Prod.Kizzxx|https://www.youtube.com/channel/UCNqRUdVwOY8oy8V1pcIxhbw|1|1|unsure
HUBLOT|HUBLOT|https://www.youtube.com/channel/UCFnJCBumZ6y7lVOFTh8QpIw|1|1|unsure
Aleksey Tkachuk|Aleksey Tkachuk|https://www.youtube.com/channel/UCMOpVVfj7vis76yFoMe6n0g|1|1|unsure
Ørange|Ørange|https://www.youtube.com/channel/UCbzugUTeAY5Z-X2fRWrWzGw|1|1|unsure
Festival Foods|Festival Foods|https://www.youtube.com/channel/UCpftL6WAJi03CjsTxQbfhbA|1|1|unsure
myQ|myQ|https://www.youtube.com/channel/UC392xta_Lj7JTW04aWmhX3Q|1|1|unsure
WMG Radio|WMG Radio|https://www.youtube.com/channel/UCoLWc7347AWijh0XQW_lSEQ|1|1|unsure
Techno Germany|Techno Germany|https://www.youtube.com/channel/UC62xALaykl_VacFVqIctlGw|1|1|unsure
Alex Drachnik|Alex Drachnik|https://www.youtube.com/channel/UCuTaClAer-_AIaWe-Sqt9IA|1|1|unsure
Bone Thugs-N-Harmony|Bone Thugs-N-Harmony|https://www.youtube.com/channel/UCjSkdzVdUS1crC89RI2cNWw|1|1|unsure
Pumba Caracal|Pumba Caracal|https://www.youtube.com/channel/UCpfii0e7Omcxwwodcl6ILrg|1|1|unsure
Eclipsingit!|Eclipsingit!|https://www.youtube.com/channel/UCzB84yjLjzBVheoD51Oy9mQ|1|1|unsure
Silver Fox Butcher|Silver Fox Butcher|https://www.youtube.com/channel/UCCAX_33Y8F6NR0yk4ItwldQ|1|1|unsure
Emilio Piano|Emilio Piano|https://www.youtube.com/channel/UCUIYsJ5R7_1uGB7V8-qoT7g|1|1|unsure
diazconstruccion|diazconstruccion|https://www.youtube.com/channel/UCcdVkYKe51r1bON48vEcHOg|1|1|unsure
Nurse Allie|Nurse Allie|https://www.youtube.com/channel/UCvE2iYb-iv4Yr-UYiATWI7Q|1|1|unsure
老高频道|老高频道|https://www.youtube.com/channel/UCvrXGRW4Nsb2ehxVm0A4kHg|1|1|unsure
T9t0 Tools|T9t0 Tools |https://www.youtube.com/channel/UCAuZhFTdtZuG00KzEJ8iUcA|1|1|unsure
Midwest Crime|Midwest Crime|https://www.youtube.com/channel/UChf3UCRLbu6n16wmqtKhs3w|1|1|unsure
JD Woodworking & Designs|JD Woodworking & Designs|https://www.youtube.com/channel/UCI6HN6ievZOqC0ZBbnAkTRA|1|1|unsure
Goose Unfiltered|Goose Unfiltered|https://www.youtube.com/channel/UC40he9Iq9TzphX0ImcV29Tw|1|1|unsure
SHIFT Waft|SHIFT Waft|https://www.youtube.com/channel/UC8X-XPSZ-igd-sApqTgtjbA|1|1|unsure
Larry Rulz 5|Larry Rulz 5|https://www.youtube.com/channel/UCmNQ4iRpmcwn7GVHV0zaqPw|1|1|unsure
BigRedAudio|BigRedAudio|https://www.youtube.com/channel/UC78fkGO2eLQDirNGPgdDxBQ|1|1|unsure
TribalNeed|TribalNeed|https://www.youtube.com/channel/UCuoFay4RgXTstakS4HLrybg|1|1|unsure
JAMericaproject|JAMericaproject|https://www.youtube.com/channel/UCVlyd2fPcUuRd0pQnZfz0oA|1|1|unsure
MisterDudeManGuySir|MisterDudeManGuySir|https://www.youtube.com/channel/UCtujLuek2_SOcGebW9PPHvA|1|1|unsure
Jennifer Yang|Jennifer Yang|https://www.youtube.com/channel/UCCBpEWWdWoWeKO5Z2oNvATw|1|1|unsure
Kirsten Dirksen|Kirsten Dirksen|https://www.youtube.com/channel/UCDsElQQt_gCZ9LgnW-7v-cQ|1|1|unsure
Jon Peters - Longview Woodworking|Jon Peters - Longview Woodworking|https://www.youtube.com/channel/UCOUFSlpGiL9I3jPbt0vcI0A|1|1|unsure
LifebyMikeG|LifebyMikeG|https://www.youtube.com/channel/UCzH5n3Ih5kgQoiDAQt2FwLw|1|1|unsure
Rainy Bedroom|Rainy Bedroom|https://www.youtube.com/channel/UC7xR1oKtkbZ18E4zG5PvveA|1|1|unsure
Steve “Steve'n'Seagulls” Seagulls|Steve “Steve'n'Seagulls” Seagulls|https://www.youtube.com/channel/UCCmfZuv1KR-WpKt6s-FJPmQ|1|1|unsure
TROYPOINT|TROYPOINT|https://www.youtube.com/channel/UCWIThZubSeo-sOvbaxcTXJQ|1|1|unsure
Yummy Yammy|Yummy Yammy|https://www.youtube.com/channel/UCgO0aJHs7kQ-vWSI12_TLfQ|1|1|unsure
High Plains Drifter|High Plains Drifter|https://www.youtube.com/channel/UCQ4WPYPGn6m4VkBGI4N5AJg|1|1|unsure
MisPerfect|MisPerfect|https://www.youtube.com/channel/UCQpmZRWTp9LqEq3NqvahAxw|1|1|unsure
TV For Dogs|TV For Dogs|https://www.youtube.com/channel/UCuzPKdItZegfBH0ts-6sUjg|1|1|unsure
ScottishTeeVee|ScottishTeeVee|https://www.youtube.com/channel/UCbQgqodL8yDcIRVMuDQWRpg|1|1|unsure
Harmony Hounds - Relaxing Music for Dogs|Harmony Hounds - Relaxing Music for Dogs|https://www.youtube.com/channel/UCNOqDHMt0vLcnaQOhqDpWXw|1|1|unsure
Red Bull Music Academy|Red Bull Music Academy|https://www.youtube.com/channel/UCd4mTFLK9Ct4bgLlKAbhbcw|1|1|unsure
Baker Bettie|Baker Bettie|https://www.youtube.com/channel/UCzAVICRgB_fWgDHXYkUmIfw|1|1|unsure
Everything Electric TECH|Everything Electric TECH|https://www.youtube.com/channel/UCn2YKsCiDpL3UjxIm4-RCoQ|1|1|unsure
KHAEMUSIC|KHAEMUSIC|https://www.youtube.com/channel/UCNKZLUSzAZpsbo2-Eh20r7w|1|1|unsure
Bens Appliances and Junk|Bens Appliances and Junk|https://www.youtube.com/channel/UC1sWwB45heL1CfLHLBXCXow|1|1|unsure
Laura Smith|Laura Smith|https://www.youtube.com/channel/UCcIdONgY480Lhn65br5nWEg|1|1|unsure
Ken Rotberg|Ken Rotberg|https://www.youtube.com/channel/UCEsVynFQ4Rihq6oZNy0Voww|1|1|unsure
Crywolf|Crywolf|https://www.youtube.com/channel/UCoK6vfCS2R9Qo6KEjb7niYA|1|1|unsure
Foodie Findings|Foodie Findings|https://www.youtube.com/channel/UClcfmgzRdUERbXfORY8xe1A|1|1|unsure
Rolling Stone|Rolling Stone|https://www.youtube.com/channel/UC-JblcinswY50lrUdSaRNEg|1|1|unsure
FunkensteinJr|FunkensteinJr|https://www.youtube.com/channel/UCX_ESt01ZA1_rRcxR0WiQLQ|1|1|unsure
Smuggled Sounds|Smuggled Sounds|https://www.youtube.com/channel/UCD_avqknlZVGGXn3W1Bv11A|1|1|unsure
955KLOS|955KLOS|https://www.youtube.com/channel/UCPOe9wXql-EcjIbu3Imleig|1|1|unsure
New York Times Events|New York Times Events|https://www.youtube.com/channel/UCtZNqEGzfQ6jO4SXWz51bRw|1|1|unsure
The 92nd Street Y, New York|The 92nd Street Y, New York|https://www.youtube.com/channel/UC9xkc8dWgBsFfC7DOJfJLFg|1|1|unsure
Hloshit|Hloshit|https://www.youtube.com/channel/UClamXItIlBrxxDG_Ul5HNvQ|1|1|unsure
BÍCH PHƯƠNG|BÍCH PHƯƠNG|https://www.youtube.com/channel/UC90LfbAFYhRLh86Qd-Fs4zg|1|1|unsure
Maxwell Griffin|Maxwell Griffin|https://www.youtube.com/channel/UCuTLebcIIme9epo8YgxM-5A|1|1|unsure
3starz|3starz|https://www.youtube.com/channel/UCn4ORUYjGg3G_MZhH6ozGAg|1|1|unsure
Nerd Incognito|Nerd Incognito|https://www.youtube.com/channel/UCFc6zvqzuNFxQ8OK4fNaRxQ|1|1|unsure
Todd Norris|Todd Norris|https://www.youtube.com/channel/UCbKwJrbB8_3qh8HnfDcO_VA|1|1|unsure
Canadian|Canadian|https://www.youtube.com/channel/UCJp_B1dzndHpCO-Pj-hPySQ|1|1|unsure
CountLesPaul|CountLesPaul|https://www.youtube.com/channel/UCqSMt3jWIOrylB_DVXwSDAg|1|1|unsure
gcuneo2|gcuneo2|https://www.youtube.com/channel/UC3Vf1SEFg3hUaB1cgAIjRyQ|1|1|unsure
NaanaFellowshipAtElvenar|NaanaFellowshipAtElvenar|https://www.youtube.com/channel/UCylp3tmm0D4FJ12HRWoGc2w|1|1|unsure
Lashid4u Random|Lashid4u Random|https://www.youtube.com/channel/UC8x4WYMncpWeX7Jh8w5DOxA|1|1|unsure
jeyem archives|jeyem archives|https://www.youtube.com/channel/UCobBgXhGGSZ1-UsZx9b3CdQ|1|1|unsure
AcclaimMagazine|AcclaimMagazine|https://www.youtube.com/channel/UCCAgfeQ3aMeWUt5wQpQDH2Q|1|1|unsure
Neal Brennan|Neal Brennan|https://www.youtube.com/channel/UChnbMXHvx7ttObiOWxaE9ow|1|1|unsure
Gluten Morgen|Gluten Morgen|https://www.youtube.com/channel/UCTdakWGvTXiAz3-O5v7BsTg|1|1|unsure
SmartHQ Service|SmartHQ Service|https://www.youtube.com/channel/UC3EhWfA6rS2Xg35mBZaIC8w|1|1|unsure
afterchab0n|afterchab0n|https://www.youtube.com/channel/UCETqyawod2ck6_T-LRIljjw|1|1|unsure
The Haunted Radiogram|The Haunted Radiogram|https://www.youtube.com/channel/UCe1ZfhKNkNlPP7-eFrlp19A|1|1|unsure
Tech Steve|Tech Steve|https://www.youtube.com/channel/UCmHO0Rw7nBFK2233om_vyWA|1|1|unsure
TheEngineeringFamily|TheEngineeringFamily|https://www.youtube.com/channel/UC44eGZ76AJLHAxPaJ_MW2RA|1|1|unsure
Newegg Lifestyle|Newegg Lifestyle|https://www.youtube.com/channel/UC0nlCM0USXJGNhtchNoBGEA|1|1|unsure
Alice Phoebe Lou|Alice Phoebe Lou|https://www.youtube.com/channel/UCgYqDQHmeM1ZIt7rYVdflVA|1|1|unsure
Porkys1982 👊|Porkys1982 👊|https://www.youtube.com/channel/UCErKs1Xtk-cUXDeZKdPHM9w|1|1|unsure
nugs|nugs|https://www.youtube.com/channel/UCs9tH6M6AW16i3s8WabzAfA|1|1|unsure
Gorillaz Guy67|Gorillaz Guy67|https://www.youtube.com/channel/UC1xrJmaazm-0zeVMKL0QIDw|1|1|unsure
Boulevard Home|Boulevard Home|https://www.youtube.com/channel/UCd5K9QkezLLw2i_wB6OUSvg|1|1|unsure
Creative Hacker|Creative Hacker|https://www.youtube.com/channel/UCkLBFAI7rVQRnAdPde2dfUg|1|1|unsure
Performer of ideas|Performer of ideas|https://www.youtube.com/channel/UCuv44f86MoDmns92IER4ZSw|1|1|unsure
