# category_review.txt
# Channels that could not be auto-categorized.
# Edit the last column, then save as channel_overrides.txt
# Valid categories: music | tv | tech | unsure | news | food | comedy | other
# May be abbreviated M, V, T, unsure, N, F, C, O
norm_name|raw_name|channel_url|total_plays|title_count|category
DPC Technology|DPC Technology|https://www.youtube.com/channel/UCwqoZ7jW1hQr4A1lMaaUwNA|2|1|unsure
Best Buy|Best Buy|https://www.youtube.com/channel/UC5pK3w6QEq1bUMmU2Hs43Pw|2|1|unsure
Rock Your Class|Rock Your Class|https://www.youtube.com/channel/UCDSoRJUDoz-PWkfs_au9O2A|2|1|unsure
Digital Engine|Digital Engine|https://www.youtube.com/channel/UCvCYE-3TrY1GAe2l8K08N-w|2|1|unsure
Absolutely Agentic|Absolutely Agentic|https://www.youtube.com/channel/UCAK8ZOnMbCmcKa9fJxfEgsA|2|1|unsure
Ubiquiti|Ubiquiti|https://www.youtube.com/channel/UCCLpYbF6epWOUuJurR8INWA|2|1|unsure
DW News|DW News|https://www.youtube.com/channel/UCknLrEdhRCp1aegoMqRaCZg|2|1|unsure
a2ztube Youtube Guide|a2ztube Youtube Guide|https://www.youtube.com/channel/UCqPtOptYUMQrMyp20w8Xk-g|2|1|unsure
Vusi Thembekwayo|Vusi Thembekwayo|https://www.youtube.com/channel/UC_Ktic72t5bDX_3go_9u_pg|2|1|unsure
Upper Echelon|Upper Echelon|https://www.youtube.com/channel/UChI0q9a-ZcbZh7dAu_-J-hg|2|1|unsure
The Sleepy Craftsman|The Sleepy Craftsman|https://www.youtube.com/channel/UC329dZdY6QD4Z3PXC2sswpA|2|1|unsure
KHOU 11|KHOU 11|https://www.youtube.com/channel/UCXwRxm0zS0jBNTMOVI6xZJw|2|1|unsure
Kiraa|Kiraa|https://www.youtube.com/channel/UCSFUFfVEFHQxUaGS768rB9w|2|1|unsure
Second Brain|Second Brain|https://www.youtube.com/channel/UC0H0V-Ilpug6IrnM0c-mJ1w|2|1|unsure
MicDrop|MicDrop|https://www.youtube.com/channel/UCPHxHVGF9HV79VL3dtdVC-g|2|1|unsure
Rafael Maia|Rafael Maia|https://www.youtube.com/channel/UCq9YVpfL-_EUk9kZoQ7Bxxg|2|1|unsure
Gabriel TD|Gabriel TD|https://www.youtube.com/channel/UC1m-swXYN3bPG-tyN1dJmzQ|2|1|unsure
WDR Rockpalast|WDR Rockpalast|https://www.youtube.com/channel/UCqXk3Lmgjj_hbN9cb6ht4wA|2|1|unsure
Foxy's Lab|Foxy's Lab|https://www.youtube.com/channel/UC_blM3yCdvOSzxakaj3178w|2|1|unsure
Tina Huang|Tina Huang|https://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww|2|1|unsure
Data Is Beautiful|Data Is Beautiful|https://www.youtube.com/channel/UCkWbqlDAyJh2n8DN5X6NZyg|2|1|unsure
KRAFTY|KRAFTY|https://www.youtube.com/channel/UCfr5LOcf1iwrz9CcQ-MlpsQ|2|1|unsure
Imagine the Physics|Imagine the Physics|https://www.youtube.com/channel/UCQmp1YRdjbLNBJfSQX7sYsw|2|1|unsure
Mystery Treehouse|Mystery Treehouse|https://www.youtube.com/channel/UCovSKREL3kT-DGbcmsYir-w|2|1|unsure
Cybernews|Cybernews|https://www.youtube.com/channel/UCCsREoj8rSRkEvxWqxr74rQ|2|1|unsure
National Geographic|National Geographic|https://www.youtube.com/channel/UCpVm7bg6pXKo1Pr6k5kxG9A|2|1|unsure
The Silent Archive|The Silent Archive|https://www.youtube.com/channel/UC_P1u1gUJHK4Z21-bIJ2gEQ|2|1|unsure
Steve & Stanley|Steve & Stanley|https://www.youtube.com/channel/UClM_Edi2N1UmgbMIST9Jwmw|2|1|unsure
Teach Me Smart Life|Teach Me Smart Life|https://www.youtube.com/channel/UCmi4NRLhwWvNWPUh7pP66Mw|2|1|unsure
Joint Longevity Lab|Joint Longevity Lab|https://www.youtube.com/channel/UCZJKkPFXRKfYZlEcf0nXOgg|2|1|unsure
Shayda Campbell|Shayda Campbell|https://www.youtube.com/channel/UCcR1TUaD8Zn6P6O8hOA-xYA|2|1|unsure
Cricut|Cricut|https://www.youtube.com/channel/UCenmvBlGmukLZG0ELpS6mRQ|2|1|unsure
Tom’s Guide|Tom’s Guide|https://www.youtube.com/channel/UCik8xvfR6s8GQ74QNEGNzwg|2|1|unsure
AI Master|AI Master|https://www.youtube.com/channel/UC0yHbz4OxdQFwmVX2BBQqLg|2|1|unsure
Future Smart Home|Future Smart Home|https://www.youtube.com/channel/UC1lKLz4-CsWCSeu2DfeXVKQ|2|1|unsure
POND IoT|POND IoT|https://www.youtube.com/channel/UC1TnT8TZrReZNkPpq8jtEAw|2|1|unsure
John's Basement|John's Basement|https://www.youtube.com/channel/UCik0xMsb7kSpPUvT2JoJQ1w|2|1|unsure
The Tech Samurai|The Tech Samurai|https://www.youtube.com/channel/UCns-8RmgqCBR9c4NRUBl9mA|2|1|unsure
Cyb3rMaddy|Cyb3rMaddy|https://www.youtube.com/channel/UCgd5-BWtbgOw5Hx2wP3qxzg|2|1|unsure
IAMBUSCHI|IAMBUSCHI|https://www.youtube.com/channel/UC6Fscz1YP7q_1eq6cEo_B9g|2|1|unsure
Mr. Hacker|Mr. Hacker|https://www.youtube.com/channel/UCQtjJDOYluum87LA4sI6xcg|2|1|unsure
FEATURE.|FEATURE.|https://www.youtube.com/channel/UCT3GkiklbsN-G_ZX58vH8nA|2|1|unsure
The Crafty Blog Stalker|The Crafty Blog Stalker|https://www.youtube.com/channel/UCBTzGcDch1V9CHft1mG7hCA|2|1|unsure
Les' Lab|Les' Lab|https://www.youtube.com/channel/UC0ptp5KuvAJmp8kRV8dqZDA|2|1|unsure
Shop Nation|Shop Nation|https://www.youtube.com/channel/UCMomXi6WrkGvJ9ysZ-EeVAA|2|1|unsure
Mrwhosetheboss|Mrwhosetheboss|https://www.youtube.com/channel/UCMiJRAwDNSNzuYeN2uWa0pA|2|1|unsure
Hot Deals Express|Hot Deals Express|https://www.youtube.com/channel/UCVhJBYR0llazR7mxO_ib-pw|2|1|unsure
Blacktail Studio|Blacktail Studio|https://www.youtube.com/channel/UC6I0KzAD7uFTL1qzxyunkvA|2|1|unsure
GRINwood|GRINwood|https://www.youtube.com/channel/UCZzQMoANFa8UstbbqwOWn8Q|2|1|unsure
JazzTech Electronics|JazzTech Electronics|https://www.youtube.com/channel/UCoByXiefXrLZgW5SqXKtk7Q|2|1|unsure
wittworks|wittworks|https://www.youtube.com/channel/UCGhyz7J9HmS0GT8Y_BR_crA|2|1|unsure
Mia|Mia|https://www.youtube.com/channel/UC10KTLNBvN1wxMfeCYFVLRA|2|1|unsure
Power 107.5|Power 107.5|https://www.youtube.com/channel/UCxKqUV2rJjimrknCaaPNeuw|2|1|unsure
Prospect Magazine|Prospect Magazine|https://www.youtube.com/channel/UC0R0N538mji8FUlyE8JZmug|2|1|unsure
YouTube Movies|YouTube Movies|https://www.youtube.com/channel/UCKIjUHdUFvA0SpeYREXx0iA|2|1|unsure
YouTube Movies|YouTube Movies|https://www.youtube.com/channel/UC6z_zqZLxeUQ_xK3ZvtUvlw|2|1|unsure
YouTube Movies|YouTube Movies|https://www.youtube.com/channel/UC1HzJ6io0o7Qeut783d92CQ|2|1|unsure
YouTube Movies|YouTube Movies|https://www.youtube.com/channel/UCtKzbpJCzyRROrEDSoqJksA|2|1|unsure
YouTube Movies|YouTube Movies|https://www.youtube.com/channel/UCbnRr1YeALFEcdXEHlYK0cA|2|1|unsure
YouTube Movies|YouTube Movies|https://www.youtube.com/channel/UCqwL7bdZB4EdAVSpjP-h5pw|2|1|unsure
The Immortals|The Immortals |https://www.youtube.com/channel/UCFcisl8k_DSmvN1GhjejNaw|2|1|unsure
LastingBuild|LastingBuild|https://www.youtube.com/channel/UC9Fui0XnhXKJ8inSOfOg42A|2|1|unsure
EASY ALEX|EASY ALEX|https://www.youtube.com/channel/UCmV_KZofMuD1P0nUqbx7jRA|2|1|unsure
Whitney Baldwin|Whitney Baldwin|https://www.youtube.com/channel/UCsYeYStrpY3esQrTZUype6Q|2|1|unsure
MWA Woodworks|MWA Woodworks|https://www.youtube.com/channel/UCn2qOBTeRCHjqr-Mo-j0CBw|2|1|unsure
Love & Renovations|Love & Renovations|https://www.youtube.com/channel/UC0qWxJkaEJDw3XT9hjfiKFA|2|1|unsure
Grove Builds|Grove Builds|https://www.youtube.com/channel/UC_mvGZBz_prf_bReGsyf3cg|2|1|unsure
That Tech Teacher|That Tech Teacher|https://www.youtube.com/channel/UCqLWDMDzXhM1E2xjzKBf_ag|2|1|unsure
Gelinas|Gelinas|https://www.youtube.com/channel/UCuDdUoSJUeuI9KfqGAfM_Jw|2|1|unsure
ShotokuTech|ShotokuTech|https://www.youtube.com/channel/UCVLFPElMW9nfMZrlsB1j2QA|2|1|unsure
cybertree|cybertree|https://www.youtube.com/channel/UCxH7H_ub47NhjCi4_t2stvg|2|1|unsure
Michael|Michael|https://www.youtube.com/channel/UCkCYXXViSj1akSTEwHUpaoA|2|1|unsure
Obscure Nerd|Obscure Nerd|https://www.youtube.com/channel/UCybKAO69iuBgXeEPw-GlfhQ|2|1|unsure
Matt Rose|Matt Rose|https://www.youtube.com/channel/UCsQ9n37qjeBZEWqN8bdKbMQ|2|1|unsure
al jokes|al jokes|https://www.youtube.com/channel/UCupQd0e1leK4-Mj1wSfnkoQ|2|1|unsure
Can't Stop Laughing|Can't Stop Laughing |https://www.youtube.com/channel/UCucz6ANskUD1eKJ4Wwmoyvg|2|1|unsure
Security Weekly - A CRA Resource|Security Weekly - A CRA Resource|https://www.youtube.com/channel/UCg--XBjJ50a9tUhTKXVPiqg|2|1|unsure
Chad Money|Chad Money|https://www.youtube.com/channel/UCOCvGaK-2yZaK4gy45xmZkg|2|1|unsure
KARE 11|KARE 11|https://www.youtube.com/channel/UC1JAwKeDUjN2orv5t7LWODQ|2|1|unsure
VaultCracker|VaultCracker |https://www.youtube.com/channel/UCaEvLaXM-GzCi4dxDncGbMQ|2|1|unsure
Bussin|Bussin|https://www.youtube.com/channel/UCuh5GnzrepcuDebCUrSa-eg|2|1|unsure
Julian Stancioff|Julian Stancioff|https://www.youtube.com/channel/UCMmWfIWvKArOto8xjQaMRsQ|2|1|unsure
Parallel Pipes|Parallel Pipes|https://www.youtube.com/channel/UC65IEk6PTfRZzyvrcYypHQg|2|1|unsure
Sarah Davis Baker|Sarah Davis Baker|https://www.youtube.com/channel/UCriil4aussYUAGVwpm_zI9w|2|1|unsure
YouTube Movies|YouTube Movies|https://www.youtube.com/channel/UCSHdlid3ylfxLLusuH9NTJw|2|1|unsure
YouTube Movies|YouTube Movies|https://www.youtube.com/channel/UC3z7yjA5AKiGsYhMq2Prakg|2|1|unsure
YouTube Movies|YouTube Movies|https://www.youtube.com/channel/UCztLFyEYJ1-QMoXlFIitO6w|2|1|unsure
Paramount Plus|Paramount Plus|https://www.youtube.com/channel/UCrRttZIypNTA1Mrfwo745Sg|2|1|unsure
Rodaolok|Rodaolok |https://www.youtube.com/channel/UC275c1KPsp5_gZNw6_hFJng|2|1|unsure
Creative Master|Creative Master|https://www.youtube.com/channel/UC4oE3DN4AfIakLeEmDUzTiQ|2|1|unsure
Ridiculum Videos|Ridiculum Videos|https://www.youtube.com/channel/UCCC5gvuSLkaM_kFWQKK4nxA|2|1|unsure
Krause Media|Krause Media|https://www.youtube.com/channel/UCamEQyUJa8HCMJA9Q2P-Giw|2|1|unsure
Do as I Do|Do as I Do|https://www.youtube.com/channel/UCrVG8C1fybm_wPrUJ-VC2ZQ|2|1|unsure
Sam Witteveen|Sam Witteveen|https://www.youtube.com/channel/UC55ODQSvARtgSyc8ThfiepQ|2|1|unsure
Devon Crawford|Devon Crawford|https://www.youtube.com/channel/UCDrekHmOnkptxq3gUU0IyfA|2|1|unsure
Keith Schacht|Keith Schacht|https://www.youtube.com/channel/UCANxoIJcerJ8djkcOEpW1Fg|2|1|unsure
trekkiebeth|trekkiebeth|https://www.youtube.com/channel/UC_6_wsCqAnW6DMunH7NeJbA|2|1|unsure
Inventor 247| Inventor 247|https://www.youtube.com/channel/UCkAyDKssQKq24vGanyTP4fQ|2|1|unsure
Ozzy Osbourne: The Untold Legacy|Ozzy Osbourne: The Untold Legacy|https://www.youtube.com/channel/UC90UbBxlCxkKqYv4RtRFEzg|2|1|unsure
Make or Break|Make or Break|https://www.youtube.com/channel/UCkl8OOZf8ovv8Q4mIT5b_sg|2|1|unsure
oldphoneworks|oldphoneworks|https://www.youtube.com/channel/UCFoO09uSL6w1pre9SX5BNQw|2|1|unsure
John Hagensieker|John Hagensieker|https://www.youtube.com/channel/UCbI15SN_TXEdvKBLmsygASA|2|1|unsure
Hack & Craft|Hack & Craft|https://www.youtube.com/channel/UCl9D3LoUbczFNhTME6dgbbA|2|1|unsure
Dylan Thomas|Dylan Thomas|https://www.youtube.com/channel/UCbujSKL-4tWHPjmgUA3htcQ|2|1|unsure
Welcome To The Future|Welcome To The Future|https://www.youtube.com/channel/UCmGTRwrqBKN56-Eb5Klr4Og|2|1|unsure
Zac Builds|Zac Builds|https://www.youtube.com/channel/UCqxM9T6ksiOVKIkb88S2r7Q|2|1|unsure
Dustin Watts|Dustin Watts|https://www.youtube.com/channel/UCYPmdetwhvFeRkgXhIWq_eg|2|1|unsure
Esperienze elettroniche|Esperienze elettroniche|https://www.youtube.com/channel/UCxXCcFzvh_knbzh_9dOmIJA|2|1|unsure
Simple Electronics|Simple Electronics|https://www.youtube.com/channel/UC3yasGCIt1rmKnZ8PukocSw|2|1|unsure
Innovation IC|Innovation IC|https://www.youtube.com/channel/UCcLKFVHDXsboXxDyW2DoSXQ|2|1|unsure
Hugatry's HackVlog|Hugatry's HackVlog|https://www.youtube.com/channel/UCHgeChD442K0ah-KxEg0PHw|2|1|unsure
sjm4306|sjm4306|https://www.youtube.com/channel/UCGF65XOfUqPD2H7GbwCNsHg|2|1|unsure
Undecided with Matt Ferrell|Undecided with Matt Ferrell|https://www.youtube.com/channel/UCjtUS7-SZTi6pXjUbzGHQCg|2|1|unsure
Electron XYZ|Electron XYZ|https://www.youtube.com/channel/UCYPGCcC6RVuFgGIOv25zLzQ|2|1|unsure
David Watts|David Watts|https://www.youtube.com/channel/UCLhStqjQbgTyphK0dsXi0ZQ|2|1|unsure
FixitEasy|FixitEasy|https://www.youtube.com/channel/UC7ypub2mS49JMDhSfISmS0g|2|1|unsure
Mark Prasek|Mark Prasek|https://www.youtube.com/channel/UCOWetDgr6nbSPU0nEwkXh-Q|2|1|unsure
Morgans Tech Mods|Morgans Tech Mods|https://www.youtube.com/channel/UCkoWUSWlQFONGi085Yjaixg|2|1|unsure
Guitar Gym Pro|Guitar Gym Pro|https://www.youtube.com/channel/UCFyj9oMfEWoVcRMOcHPUZOg|2|1|unsure
SA Electric|SA Electric|https://www.youtube.com/channel/UC8-8AnkcqBslP3_73rG7aCw|2|1|unsure
Mastergeko4|Mastergeko4|https://www.youtube.com/channel/UCDW8hGC46n9VeBwqfnB0nMA|2|1|unsure
edu puertas|edu puertas|https://www.youtube.com/channel/UCdEtDnvVeoqlKzpquM7IsNA|2|1|unsure
Andrew Newton|Andrew Newton|https://www.youtube.com/channel/UC2QTy9BHei7SbeBRq59V66Q|2|1|unsure
eye On Whatever|eye On Whatever|https://www.youtube.com/channel/UC3Q3QBDEf0Isdj01RR86gTw|2|1|unsure
Digital Outdoors|Digital Outdoors|https://www.youtube.com/channel/UCmZQdVoeMLpfjd3afyPAmSw|2|1|unsure
eTech Tom|eTech Tom|https://www.youtube.com/channel/UChjrsym8hVB1is45FeeQu8w|2|1|unsure
Jay's To Do List|Jay's To Do List|https://www.youtube.com/channel/UCyqcug77eMwHYgZduVRuxDQ|2|1|unsure
Ananords|Ananords|https://www.youtube.com/channel/UCetd7Y2s0UjUnMK6vmbhsUw|2|1|unsure
Inventor Hacks|Inventor Hacks|https://www.youtube.com/channel/UCAvaTQqEWdMN61E7p5LT2gw|2|1|unsure
Gaus DIY|Gaus DIY|https://www.youtube.com/channel/UCunHiYVUsh-T7pPoeqYsULw|2|1|unsure
TampaTec|TampaTec|https://www.youtube.com/channel/UCUfgq9Gn8S041qQFl0C-CEQ|2|1|unsure
Snuppy Lofi Radio|Snuppy Lofi Radio|https://www.youtube.com/channel/UCtMCrCHGWHd6yS3iEhBnRBA|2|1|unsure
Apollo Automation|Apollo Automation|https://www.youtube.com/channel/UCalKgKmxzni1RGB-0Q_lDSQ|2|1|unsure
Payam Reacts|Payam Reacts|https://www.youtube.com/channel/UCbAg2PLDaZDy7Sa3ImI-CvQ|2|1|unsure
Evan and Katelyn|Evan and Katelyn|https://www.youtube.com/channel/UCUuMYw2l2UeWyTGYixYfRCA|2|1|unsure
Noah Smith Electrocutes Himself|Noah Smith Electrocutes Himself|https://www.youtube.com/channel/UCsFf9Gz0xp4BPI9pMWSYcPQ|2|1|unsure
Ubi Interactive|Ubi Interactive|https://www.youtube.com/channel/UCqWVqCEFlYKRzZB_LMlV-YQ|2|1|unsure
Lawrence Systems|Lawrence Systems|https://www.youtube.com/channel/UCHkYOD-3fZbuGhwsADBd9ZQ|2|1|unsure
ALTech DIY|ALTech DIY|https://www.youtube.com/channel/UCmtibcLdFpa1RuybsB3_cgQ|2|1|unsure
ROBBE|ROBBE|https://www.youtube.com/channel/UCx5rdpy398j6hT1SvUkOW_w|2|1|unsure
luigigastinel|luigigastinel|https://www.youtube.com/channel/UCmJCodAS-uIJ0NIH9EIQZDA|2|1|unsure
Car N Radio|Car N Radio|https://www.youtube.com/channel/UCRkzKO04WftMLVpSvsbxmAA|2|1|unsure
Rework Station|Rework Station|https://www.youtube.com/channel/UCnWGmqvY8eYE72JUVaEPF2A|2|1|unsure
prodbycircus|prodbycircus|https://www.youtube.com/channel/UCcKYMqALr_G3UZm8XxEaZ4A|2|1|unsure
Daiquiri Graham Tech|Daiquiri Graham Tech|https://www.youtube.com/channel/UCIVu1O9Awf1jMTVg4w1H66Q|2|1|unsure
Max Imagination|Max Imagination|https://www.youtube.com/channel/UCZFZjTtu-8X3H0Ymcy4-uEA|2|1|unsure
Drone Mesh (Drone Reviews)|Drone Mesh (Drone Reviews)|https://www.youtube.com/channel/UC3c9WhUvKv2eoqZNSqAGQXg|2|1|unsure
UCTRONICS|UCTRONICS|https://www.youtube.com/channel/UCT-AG1WsPywfmuRB9eNc5gg|2|1|unsure
Matthias random stuff|Matthias random stuff|https://www.youtube.com/channel/UC3_AWXcf2K3l9ILVuQe-XwQ|2|1|unsure
Electrical lectures|Electrical lectures|https://www.youtube.com/channel/UCmbUJWHul7r2StLe5lvoUhQ|2|1|unsure
Ancient|Ancient|https://www.youtube.com/channel/UCkZ0oaERRze5DvzaYjrevZg|2|1|unsure
Stone Coat Countertops|Stone Coat Countertops|https://www.youtube.com/channel/UCTYSouVgnpkqDbdG2hY2W5w|2|1|unsure
SuperLightingLED|SuperLightingLED|https://www.youtube.com/channel/UCoeaRu5CcnlyydANQU5xHpQ|2|1|unsure
Roj glasse|Roj glasse|https://www.youtube.com/channel/UCS5o0lkpD0tNmsQ31GhaRcw|2|1|unsure
TechDayEveryDay|TechDayEveryDay|https://www.youtube.com/channel/UCtx8X4CjbQ2e-HH8UYIfBzQ|2|1|unsure
ThisIs3DPrinted|ThisIs3DPrinted|https://www.youtube.com/channel/UCLK5k8nvA130TVy1QdlC6ZQ|2|1|unsure
Teslaundmehr|Teslaundmehr|https://www.youtube.com/channel/UCbX_e7TBvVJWBQ9RBh90v7A|2|1|unsure
Alien DIY|Alien DIY|https://www.youtube.com/channel/UCS9u6pyldJo6db9iykNOCMw|2|1|unsure
Professor Dorr - ECE Lectures|Professor Dorr - ECE Lectures|https://www.youtube.com/channel/UCwQGF9sMhYzoaIDSFVSwznw|2|1|unsure
SeanHodgins|SeanHodgins|https://www.youtube.com/channel/UCE-bw6PRKuDlH6fP1mP4nOw|2|1|unsure
kipkay|kipkay|https://www.youtube.com/channel/UCzNAswnSN0rZy79clU-DRPg|2|1|unsure
LoopLinks|LoopLinks|https://www.youtube.com/channel/UC_NRWMEhfLAzceZ6VgJHhAw|2|1|unsure
ACT Computers|ACT Computers|https://www.youtube.com/channel/UCXH7ZsChIkXNwsQrNHWN8mg|2|1|unsure
Lab 1314 : Real Innovation with DIY !|Lab 1314 : Real Innovation with DIY !|https://www.youtube.com/channel/UCX44mEzoq83_F3qs--PVbtQ|2|1|unsure
אורן עילם|אורן עילם|https://www.youtube.com/channel/UCpMECVa-88rA8gO6hNcckAA|2|1|unsure
Inventor Holic|Inventor Holic|https://www.youtube.com/channel/UCS8GBhEfMVuZV-SDzvyd7LA|2|1|unsure
Max Velocity - Severe Weather Center|Max Velocity - Severe Weather Center|https://www.youtube.com/channel/UCvBVK2ymNzPLRJrgip2GeQQ|2|1|unsure
Chris Ramsay|Chris Ramsay|https://www.youtube.com/channel/UCrPUg54jUy1T_wII9jgdRbg|2|1|unsure
Imperfect Fixes|Imperfect Fixes|https://www.youtube.com/channel/UCT88ykU3wAngXPAEeIA9cwQ|2|1|unsure
Maker Electronics Projects|Maker Electronics Projects |https://www.youtube.com/channel/UCL8JNmHvq1x-3H5O2sj9EKA|2|1|unsure
Mecha|Mecha|https://www.youtube.com/channel/UCAXC9e8Ypx6fI67MiGSA-cA|2|1|unsure
engineericly|engineericly|https://www.youtube.com/channel/UCYpSqQvrlGw4UTVFfMpGzjw|2|1|unsure
Gadget Industry|Gadget Industry|https://www.youtube.com/channel/UCxrXR_oHAzaaVlVGO4ubxhQ|2|1|unsure
Work From Hype|Work From Hype|https://www.youtube.com/channel/UCcCYTCDxsMl84_btikjY40Q|2|1|unsure
Visual Thinker|Visual Thinker|https://www.youtube.com/channel/UCYFp9tOZEXOj0TSBqwKyxZQ|2|1|unsure
VoltLog|VoltLog|https://www.youtube.com/channel/UCdXHgsCiql_78oT5ydXWvzA|2|1|unsure
Everlanders|Everlanders|https://www.youtube.com/channel/UC76GYXW3j9z5g3OdW--Sf5g|2|1|unsure
DIY Yarik|DIY Yarik|https://www.youtube.com/channel/UCg-QwUzjc5jAKR2mKih9feQ|2|1|unsure
DIY with Vinny|DIY with Vinny|https://www.youtube.com/channel/UCU_ZANWReE8h0nL0GXPcH1A|2|1|unsure
PLATINUM|PLATINUM|https://www.youtube.com/channel/UCN7WS_EyyCK0sCNaYvg2G6g|2|1|unsure
mitxela|mitxela|https://www.youtube.com/channel/UCeEf90AEmmxaQs5BUkHqR3Q|2|1|unsure
JJJJJACK 3D|JJJJJACK 3D|https://www.youtube.com/channel/UCVfzNuC2tCVmwp5tf8kDRKg|2|1|unsure
My 3D Print Lab|My 3D Print Lab|https://www.youtube.com/channel/UCiztUNUXkvetzfe-UR-y06w|2|1|unsure
BastisSumpf|BastisSumpf|https://www.youtube.com/channel/UC41OFZs5xQNA4fj0ikO6nsQ|2|1|unsure
Quik Tech Solutions L.L.C|Quik Tech Solutions L.L.C|https://www.youtube.com/channel/UCSobh5tTP0bABr4jEkZc1ig|2|1|unsure
Drawbridge Props & Armoury|Drawbridge Props & Armoury|https://www.youtube.com/channel/UCgUv6_Y9_TT2iQxze-SgpjA|2|1|unsure
TechnoChic / Natasha Dzurny|TechnoChic / Natasha Dzurny|https://www.youtube.com/channel/UCRkClAHNb1PeETqsYdWufSQ|2|1|unsure
Dürty Needlëz Presents|Dürty Needlëz Presents|https://www.youtube.com/channel/UCm2BYOc_YA-XAbLg939jX-w|2|1|unsure
Retrolistic Sounds|Retrolistic Sounds|https://www.youtube.com/channel/UCTvpz6TSS2tfR_rQFrnfIsg|2|1|unsure
Cómo Lo Hice Inventor|Cómo Lo Hice Inventor|https://www.youtube.com/channel/UCFWF1vu3bCYtvX9HjsOz9Ag|2|1|unsure
Dad, the engineer|Dad, the engineer|https://www.youtube.com/channel/UCQJ6TLmSI26TD4FSqavgZ6A|2|1|unsure
Techno Tim|Techno Tim|https://www.youtube.com/channel/UCOk-gHyjcWZNj3Br4oxwh0A|2|1|unsure
Matt Coykendall|Matt Coykendall|https://www.youtube.com/channel/UC145VfPR89fEeiwjvQvThaA|2|1|unsure
Peak Picks|Peak Picks|https://www.youtube.com/channel/UC4ALXESBPeYw9B84PNvmHBQ|2|1|unsure
KLGadgetTV|KLGadgetTV|https://www.youtube.com/channel/UCu2yODmemX1A0_wcMd1pUgw|2|1|unsure
Skybay Online Shopping|Skybay Online Shopping|https://www.youtube.com/channel/UCUs95qyGIninkFGCDrOmDGQ|2|1|unsure
TECH ATUL|TECH ATUL|https://www.youtube.com/channel/UCQ2_VMqkl_l9Rcnafaa53sQ|2|1|unsure
Brandegee Pierce|Brandegee Pierce|https://www.youtube.com/channel/UCaAba1OSS6uivbSEHk-eGtA|2|1|unsure
whatcouldgowrong|whatcouldgowrong|https://www.youtube.com/channel/UCO0NPIrSKc4SYXvGQ_aEd3A|2|1|unsure
John Ward (jwflame)|John Ward (jwflame)|https://www.youtube.com/channel/UC2uFFhnMKyF82UY2TbXRaNg|2|1|unsure
CRG|CRG|https://www.youtube.com/channel/UC7C0p5DPOBkusUoGf8zIceA|2|1|unsure
StanForce Labs|StanForce Labs|https://www.youtube.com/channel/UCSqk3l-iRH-_Gp12FnUmlvQ|2|1|unsure
Business Dash|Business Dash|https://www.youtube.com/channel/UCELuyXctjHDqiyW35WNVJ9A|2|1|unsure
Gadget Evolution|Gadget Evolution|https://www.youtube.com/channel/UC66ysWRFWfg-V5RhnQN4wFg|2|1|unsure
Tim Lilly|Tim Lilly|https://www.youtube.com/channel/UCik5wAea5FWdbu8MThbs1hw|2|1|unsure
Crazy Experiment Hub|Crazy Experiment Hub|https://www.youtube.com/channel/UCCY3TqpjY6ByjvmFWEDLhSA|2|1|unsure
Magic Bullet Pro|Magic Bullet Pro|https://www.youtube.com/channel/UC_I5Q5Co9FgylDJIHiD0mqA|2|1|unsure
Lower Standards|Lower Standards|https://www.youtube.com/channel/UCENiW9oOAgTwmIm63vLvV8g|2|1|unsure
Donut Larsen|Donut Larsen|https://www.youtube.com/channel/UCKECHCD0I6iJCkSLx78dW_Q|2|1|unsure
Sean|Sean|https://www.youtube.com/channel/UCnMCbFYSd8ijTskyXRpHGHA|2|1|unsure
Night Club|Night Club|https://www.youtube.com/channel/UC8znPlMzmIIR5G1-GBmQCHA|2|1|unsure
Andy Huot Creations|Andy Huot Creations|https://www.youtube.com/channel/UCl1IRob0PRPuJ5Fyc3c420g|2|1|unsure
Hometown Acres|Hometown Acres|https://www.youtube.com/channel/UC4O2uQUQNdo4euBy42sGjqg|2|1|unsure
UGent Open Science|UGent Open Science|https://www.youtube.com/channel/UCYKOuXl0zNJ9QHt-HrlpZmg|2|1|unsure
Val Brenner|Val Brenner|https://www.youtube.com/channel/UCCfc73N78w8OA8So805ofCQ|2|1|unsure
DistroTube|DistroTube|https://www.youtube.com/channel/UCVls1GmFKf6WlTraIb_IaJg|2|1|unsure
The Jonathan Ross Show|The Jonathan Ross Show|https://www.youtube.com/channel/UCgurmV2nVq_1DUb2pvGOKmg|2|1|unsure
Amazon Music Industry|Amazon Music Industry|https://www.youtube.com/channel/UCPhQHSf929_t5sMoYMrrYOg|2|1|unsure
Snazzy Labs|Snazzy Labs|https://www.youtube.com/channel/UCO2x-p9gg9TLKneXlibGR7w|2|1|unsure
Ham Radio Tube|Ham Radio Tube|https://www.youtube.com/channel/UCjETc3psT6i7B5z6S1Y3ojQ|2|1|unsure
Chris DIYer|Chris DIYer|https://www.youtube.com/channel/UCcP0IvAAgkMMmPox5d-NM1A|2|1|unsure
Fishin N Stuff|Fishin N Stuff|https://www.youtube.com/channel/UCAcyk4DjuWBt5zYdcEYZzJw|2|1|unsure
Make Something|Make Something|https://www.youtube.com/channel/UCtaykeSsGhtn2o2BsPm-rsw|2|1|unsure
